index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
117,DSB Iba1 36_40X_CTX1,1.2222222222222223,1.5714285714285714,2.004854368932039,2.4437869822485205,14,4,18,206,2.8151512145996094,3.605270385742188,CTX1,36,2012,male,APP/PS1,good,optimal,optimal,True
118,DSB Iba1 36_40X_CTX2,1.5,2.1666666666666665,1.316326530612245,1.7551020408163265,18,8,26,196,2.0681381225585938,4.596138000488281,CTX2,36,2012,male,APP/PS1,good,optimal,optimal,True
119,DSB Iba1 36_40X_CTX3,1.125,1.2857142857142858,1.15,1.556390977443609,7,1,8,180,1.329326629638672,2.627086639404297,CTX3,36,2012,male,APP/PS1,good,optimal,optimal,True
120,DSB Iba1 36_40X_DG,4.333333333333333,4.333333333333333,2.083720930232558,2.357894736842105,6,0,6,215,4.043292999267578,1.8873214721679688,DG,36,2012,male,APP/PS1,good,optimal,optimal,True
121,DSB Iba1 37_40X_CA1,0.75,1.5,1.3237410071942446,2.271604938271605,4,4,8,139,1.2406349182128906,1.4169692993164062,CA1,37,892,female,APP/PS1,good,optimal,optimal,True
122,DSB Iba1 37_40X_CA3,0.5,1.0,1.6016949152542372,2.486842105263158,5,5,10,118,1.8404960632324217,3.2583236694335938,CA3,37,892,female,APP/PS1,good,optimal,optimal,True
123,DSB Iba1 37_40X_CTX1,1.6,2.1818181818181817,1.5961538461538465,2.141935483870968,11,4,15,208,2.520465850830078,2.8922080993652344,CTX1,37,892,female,APP/PS1,good,optimal,optimal,True
124,DSB Iba1 37_40X_CTX2,1.4230769230769231,1.761904761904762,2.163179916317992,2.5467980295566504,21,5,26,239,5.1082611083984375,6.322193145751953,CTX2,37,892,female,APP/PS1,good,optimal,optimal,True
125,DSB Iba1 37_40X_CTX3,1.0714285714285714,2.0,1.55,2.009259259259259,15,13,28,140,3.800201416015625,5.652999877929688,CTX3,37,892,female,APP/PS1,good,optimal,optimal,True
126,DSB Iba1 37_40X_DG,2.5454545454545454,3.5,2.4065934065934065,2.862745098039216,8,3,11,182,4.963588714599609,2.9592514038085938,DG,37,892,female,APP/PS1,good,optimal,optimal,True
127,DSB Iba1 38_40X_DG,1.0,1.0,1.25,1.25,5,0,5,36,36.49396896362305,1.724529266357422,DG,38,154,female,APP/PS1 x Neil3 KO,poor,optimal,suboptimal,False
128,DSB Iba1 39_40X_CA1,0.75,3.0,0.7411764705882353,1.1886792452830188,1,3,4,85,0.7749557495117188,1.2140274047851562,CA1,39,1989,female,APP/PS1,good,optimal,optimal,True
129,DSB Iba1 39_40X_CA3,0.4,1.0,0.8026315789473685,1.326086956521739,2,3,5,76,1.0321617126464844,1.1082649230957031,CA3,39,1989,female,APP/PS1,good,optimal,optimal,True
130,DSB Iba1 39_40X_CTX1,0.0,,0.4090909090909091,1.1020408163265305,0,4,4,132,0.4506111145019531,0.3711700439453125,CTX1,39,1989,female,APP/PS1,good,optimal,optimal,True
131,DSB Iba1 39_40X_CTX2,0.0,,0.3850931677018633,1.1272727272727272,0,5,5,161,0.3875732421875,0.3496170043945312,CTX2,39,1989,female,APP/PS1,good,optimal,optimal,True
132,DSB Iba1 39_40X_CTX3,0.3333333333333333,1.0,0.2635658914728682,1.0,1,2,3,129,0.2254486083984375,0.2208709716796875,CTX3,39,1989,female,APP/PS1,good,optimal,optimal,True
133,DSB Iba1 39_40X_DG,1.375,1.5714285714285714,1.0105820105820107,1.5158730158730158,7,1,8,189,1.4722824096679688,1.7183303833007812,DG,39,1989,female,APP/PS1,good,optimal,optimal,True
134,DSB Iba1 40_40X_CA1,0.5,1.0,0.4140625,1.0816326530612246,2,2,4,128,0.4599571228027344,1.3429641723632812,CA1,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
135,DSB Iba1 40_40X_CA3,0.7142857142857143,1.0,0.7777777777777778,1.3404255319148937,5,2,7,81,0.5597114562988281,1.7145156860351562,CA3,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
136,DSB Iba1 40_40X_CTX1,0.95,1.7272727272727273,0.6818181818181818,1.381578947368421,11,9,20,154,0.6749153137207031,3.7994384765625,CTX1,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
137,DSB Iba1 40_40X_CTX2,0.8,2.0,0.6666666666666666,1.2658227848101269,6,9,15,150,0.5100250244140625,3.754806518554688,CTX2,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
138,DSB Iba1 40_40X_CTX3,1.5454545454545454,1.7,0.7453416149068323,1.3186813186813189,20,2,22,161,0.711822509765625,4.794597625732422,CTX3,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
139,DSB Iba1 40_40X_DG,1.25,1.6666666666666667,1.3991769547325104,1.642512077294686,3,1,4,243,2.08282470703125,0.7130622863769531,DG,40,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
140,DSB Iba1 41_40X_CA1,0.0,,0.7946428571428571,1.1710526315789471,0,1,1,112,0.7174491882324219,0.4645347595214844,CA1,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
141,DSB Iba1 41_40X_CA3,1.0,1.0,0.5714285714285714,1.2972972972972974,2,0,2,84,0.4147529602050781,0.6657600402832031,CA3,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
142,DSB Iba1 41_40X_CTX1,,,0.110091743119266,1.0,0,0,0,109,0.066375732421875,0.0162124633789062,CTX1,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
143,DSB Iba1 41_40X_CTX2,0.0,,0.1614906832298136,1.1304347826086956,0,4,4,161,0.0730514526367187,0.2507209777832031,CTX2,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
144,DSB Iba1 41_40X_CTX3,0.8,1.3333333333333333,0.2142857142857142,1.2,3,2,5,112,0.0868797302246093,0.83465576171875,CTX3,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
145,DSB Iba1 41_40X_DG,1.3333333333333333,1.3333333333333333,1.4579831932773109,1.8167539267015709,6,0,6,238,2.2176742553710938,0.9260177612304688,DG,41,1995,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
146,DSB Iba1 42_40X_CA1,1.0,1.0,0.4409448818897638,1.12,1,0,1,127,0.5374908447265625,0.5733489990234375,CA1,42,2008,female,APP/PS1,good,optimal,optimal,True
147,DSB Iba1 42_40X_CA3,1.2,2.0,0.8148148148148148,1.375,3,2,5,81,0.6807327270507812,0.9168624877929688,CA3,42,2008,female,APP/PS1,good,optimal,optimal,True
148,DSB Iba1 42_40X_CTX1,0.625,1.6666666666666667,0.5170454545454546,1.1666666666666667,3,5,8,176,0.4649162292480469,0.74462890625,CTX1,42,2008,female,APP/PS1,good,optimal,optimal,True
149,DSB Iba1 42_40X_CTX2,0.6666666666666666,1.3333333333333333,0.5333333333333333,1.2307692307692308,6,6,12,150,0.4080772399902344,1.824378967285156,CTX2,42,2008,female,APP/PS1,good,optimal,optimal,True
150,DSB Iba1 42_40X_CTX3,0.5,1.0,0.7307692307692307,1.3380281690140845,2,2,4,130,0.6461143493652344,0.9996414184570312,CTX3,42,2008,female,APP/PS1,good,optimal,optimal,True
151,DSB Iba1 42_40X_DG,1.25,1.6666666666666667,0.984375,1.5241935483870968,3,1,4,192,1.3035774230957031,0.988483428955078,DG,42,2008,female,APP/PS1,good,optimal,optimal,True
152,DSB Iba1 43_40X_CA1,0.4285714285714285,1.5,0.3783783783783784,1.0769230769230769,2,5,7,111,0.3113746643066406,3.304767608642578,CA1,43,2042,male,APP/PS1,good,optimal,optimal,True
153,DSB Iba1 43_40X_CA3,0.0,,1.311764705882353,1.7153846153846153,0,2,2,170,2.048969268798828,5.7796478271484375,CA3,43,2042,male,APP/PS1,good,optimal,optimal,True
154,DSB Iba1 43_40X_CTX1,1.8387096774193548,2.85,1.4669811320754718,2.2214285714285715,20,11,31,212,1.3188362121582031,12.746238708496094,CTX1,43,2042,male,APP/PS1,good,optimal,optimal,True
155,DSB Iba1 43_40X_CTX2,0.2857142857142857,1.2,0.4836601307189542,1.1384615384615384,5,16,21,153,0.3693580627441406,7.944774627685547,CTX2,43,2042,male,APP/PS1,good,optimal,optimal,True
156,DSB Iba1 43_40X_CTX3,0.9411764705882352,1.7777777777777777,0.973404255319149,1.811881188118812,9,8,17,188,0.8925437927246094,7.372093200683594,CTX3,43,2042,male,APP/PS1,good,optimal,optimal,True
157,DSB Iba1 43_40X_DG,2.185185185185185,2.269230769230769,2.8705357142857144,3.0913461538461537,26,1,27,224,3.8147926330566406,16.925048828125,DG,43,2042,male,APP/PS1,good,optimal,optimal,True
158,DSB Iba1 44_40X_CA1,1.3333333333333333,1.3636363636363635,1.5436893203883495,1.5588235294117647,44,1,45,103,71.6085433959961,45.28112411499024,CA1,44,147,female,APP/PS1,poor,suboptimal,suboptimal,False
159,DSB Iba1 44_40X_CA3,1.4137931034482758,1.4137931034482758,1.851851851851852,1.851851851851852,29,0,29,54,81.05602264404297,48.995113372802734,CA3,44,147,female,APP/PS1,poor,suboptimal,suboptimal,False
160,DSB Iba1 44_40X_CTX1,1.140625,1.140625,1.3911111111111112,1.3911111111111112,128,0,128,225,83.38785171508789,61.879920959472656,CTX1,44,147,female,APP/PS1,poor,suboptimal,suboptimal,False
161,DSB Iba1 44_40X_DG,1.2615384615384615,1.2615384615384615,1.7065217391304348,1.7065217391304348,65,0,65,92,45.105743408203125,39.72511291503906,DG,44,147,female,APP/PS1,poor,suboptimal,suboptimal,False
162,DSB Iba1 45_40X_CA1,1.5,2.0,2.3728813559322037,2.857142857142857,9,3,12,118,1.8074989318847656,6.223964691162109,CA1,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
163,DSB Iba1 45_40X_CA3,0.8333333333333334,1.25,1.7016129032258065,2.511904761904762,4,2,6,124,1.5021324157714844,5.231571197509766,CA3,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
164,DSB Iba1 45_40X_CTX1,0.631578947368421,1.3333333333333333,0.6230366492146597,1.4337349397590362,9,10,19,191,0.8280754089355469,4.201602935791016,CTX1,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
165,DSB Iba1 45_40X_CTX2,0.875,1.75,0.4861878453038674,1.2753623188405796,12,12,24,181,0.4374504089355469,4.376411437988281,CTX2,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
166,DSB Iba1 45_40X_CTX3,0.5,1.6666666666666667,0.5172413793103449,1.3432835820895523,6,14,20,174,0.3774642944335937,3.458404541015625,CTX3,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
167,DSB Iba1 45_40X_DG,2.619047619047619,3.235294117647059,2.638888888888889,2.841880341880342,17,4,21,252,4.353618621826172,7.775020599365234,DG,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
168,DSB Iba1 46_40X_CA1,1.953125,2.083333333333333,2.969465648854962,3.0155038759689923,60,4,64,131,48.19374084472656,47.70441055297852,CA1,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
169,DSB Iba1 46_40X_CA3,2.327272727272727,2.6122448979591835,3.8620689655172415,4.266666666666667,49,6,55,116,18.149757385253903,31.574440002441406,CA3,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
170,DSB Iba1 46_40X_CTX1,1.7448979591836735,1.8,2.549107142857143,2.595454545454545,95,3,98,224,58.10279846191406,46.37212753295898,CTX1,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
171,DSB Iba1 46_40X_CTX2,1.653225806451613,1.6942148760330578,2.1223628691983123,2.168103448275862,121,3,124,237,64.41020965576172,51.16119384765625,CTX2,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
172,DSB Iba1 46_40X_CTX3,1.843137254901961,1.898989898989899,2.931034482758621,3.008849557522124,99,3,102,232,45.4249382019043,32.654476165771484,CTX3,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
173,DSB Iba1 46_40X_DG,1.5324675324675323,1.5324675324675323,2.443609022556391,2.443609022556391,77,0,77,133,52.95248031616211,56.203651428222656,DG,46,253,female,APP/PS1 x Neil3 KO,poor,suboptimal,suboptimal,False
174,DSB Iba1 47_40X_CA1,0.7142857142857143,1.4285714285714286,1.4266666666666667,2.276595744680851,7,7,14,150,3.0524253845214844,6.558036804199219,CA1,47,887,male,APP/PS1,good,optimal,optimal,False
175,DSB Iba1 47_40X_CA3,1.0,1.3636363636363635,3.537878787878788,4.207207207207207,11,4,15,132,5.192661285400391,8.901691436767578,CA3,47,887,male,APP/PS1,good,optimal,optimal,False
176,DSB Iba1 47_40X_CTX1,0.5384615384615384,1.75,0.6884057971014492,1.596638655462185,8,18,26,276,0.7054328918457031,5.655956268310547,CTX1,47,887,male,APP/PS1,good,optimal,optimal,False
177,DSB Iba1 47_40X_CTX2,1.941860465116279,2.0875,2.983050847457627,3.171171171171171,80,6,86,236,18.903064727783203,30.04922866821289,CTX2,47,887,male,APP/PS1,good,suboptimal,suboptimal,False
178,DSB Iba1 47_40X_CTX3,1.4666666666666666,1.8333333333333333,1.7647058823529411,2.0754716981132075,36,9,45,187,5.331134796142578,14.159202575683594,CTX3,47,887,male,APP/PS1,good,optimal,optimal,False
179,DSB Iba1 47_40X_DG,2.1818181818181817,2.1818181818181817,3.576923076923077,3.661417322834646,11,0,11,130,22.7813720703125,13.895225524902344,DG,47,887,male,APP/PS1,good,optimal,suboptimal,False
180,DSB Iba1 48_40X_CA1,1.5,2.25,1.2452830188679245,1.6296296296296295,4,2,6,106,0.7757186889648438,3.3704757690429688,CA1,48,2041,female,APP/PS1,good,optimal,optimal,True
181,DSB Iba1 48_40X_CA3,,,0.7,1.4,0,0,0,70,0.5895614624023438,2.537250518798828,CA3,48,2041,female,APP/PS1,good,optimal,optimal,True
182,DSB Iba1 48_40X_CTX1,1.1875,1.6521739130434785,0.8157894736842105,1.3247863247863247,23,9,32,190,0.8686065673828125,4.6924591064453125,CTX1,48,2041,female,APP/PS1,good,optimal,optimal,True
183,DSB Iba1 48_40X_CTX2,1.2,1.8461538461538465,0.8715596330275229,1.3571428571428572,13,7,20,218,1.111125946044922,3.786659240722656,CTX2,48,2041,female,APP/PS1,good,optimal,optimal,True
184,DSB Iba1 48_40X_CTX3,1.0,1.5384615384615383,0.8941798941798942,1.4444444444444444,13,7,20,189,1.1597633361816406,3.594589233398437,CTX3,48,2041,female,APP/PS1,good,optimal,optimal,True
185,DSB Iba1 48_40X_DG,1.8,2.25,2.10077519379845,2.366812227074236,8,2,10,258,2.8412818908691406,5.111885070800781,DG,48,2041,female,APP/PS1,good,optimal,optimal,True
186,DSB Iba1 49_40X_CA1,1.8333333333333333,1.8333333333333333,2.4728682170542635,2.552,18,0,18,129,44.43187713623047,8.189868927001953,CA1,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,suboptimal,False
187,DSB Iba1 49_40X_CA3,0.875,1.75,2.4311926605504586,3.840579710144928,8,8,16,109,4.161643981933594,6.575107574462891,CA3,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,optimal,False
188,DSB Iba1 49_40X_CTX1,1.1304347826086956,1.3,1.5474452554744529,1.6434108527131783,20,3,23,137,35.48917770385742,8.087635040283203,CTX1,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,suboptimal,False
189,DSB Iba1 49_40X_CTX2,1.2666666666666666,1.5833333333333333,1.854304635761589,2.014388489208633,12,3,15,151,37.35837936401367,6.462860107421875,CTX2,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,suboptimal,False
190,DSB Iba1 49_40X_CTX3,0.5555555555555556,1.0,1.349056603773585,2.072463768115942,5,4,9,106,2.4756431579589844,2.49490737915039,CTX3,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,optimal,False
191,DSB Iba1 49_40X_DG,1.7826086956521738,1.8636363636363635,2.920529801324504,2.959731543624161,22,1,23,151,54.27255630493164,14.119243621826172,DG,49,231,male,APP/PS1 x Neil3 KO,poor,optimal,suboptimal,False
192,DSB Iba1 50_40X_CA1,0.1904761904761904,1.0,0.2637362637362637,1.3333333333333333,4,17,21,91,0.0975608825683593,4.873561859130859,CA1,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
193,DSB Iba1 50_40X_CA3,0.0909090909090909,1.0,0.5357142857142857,1.3333333333333333,1,10,11,112,0.5349159240722656,3.848457336425781,CA3,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
194,DSB Iba1 50_40X_CTX1,0.0,,0.0186915887850467,1.0,0,23,23,214,0.0278472900390625,6.229019165039063,CTX1,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
195,DSB Iba1 50_40X_CTX2,0.2222222222222222,1.0,0.233695652173913,1.162162162162162,4,14,18,184,0.2301216125488281,5.149269104003906,CTX2,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
196,DSB Iba1 50_40X_CTX3,0.8518518518518519,1.6428571428571428,0.874251497005988,1.4455445544554455,14,13,27,167,1.0915756225585938,5.641460418701172,CTX3,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
197,DSB Iba1 50_40X_DG,0.375,1.2,0.5291005291005291,1.3157894736842106,5,11,16,189,0.46234130859375,5.594158172607422,DG,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
198,DSB Iba1 51_40X_CA1,0.2105263157894736,1.3333333333333333,0.4188034188034188,1.1136363636363635,3,16,19,117,0.4143714904785156,6.222438812255859,CA1,51,2014,male,APP/PS1,good,optimal,optimal,True
199,DSB Iba1 51_40X_CA3,0.625,1.25,0.84,1.5272727272727271,4,4,8,100,0.7281303405761719,6.045722961425781,CA3,51,2014,male,APP/PS1,good,optimal,optimal,True
200,DSB Iba1 51_40X_CTX1,0.4375,1.75,0.3414634146341463,1.2,4,12,16,123,0.2779006958007812,4.617595672607422,CTX1,51,2014,male,APP/PS1,good,optimal,optimal,True
201,DSB Iba1 51_40X_CTX2,0.36,1.2857142857142858,0.2594594594594595,1.0434782608695652,7,18,25,185,0.2605438232421875,7.056903839111328,CTX2,51,2014,male,APP/PS1,good,optimal,optimal,True
202,DSB Iba1 51_40X_CTX3,0.696969696969697,1.5333333333333334,0.5194805194805194,1.2698412698412698,15,18,33,154,0.4462242126464844,9.714698791503906,CTX3,51,2014,male,APP/PS1,good,optimal,optimal,True
203,DSB Iba1 51_40X_DG,1.625,3.25,1.359375,1.6730769230769231,8,8,16,192,1.5252113342285156,6.879520416259766,DG,51,2014,male,APP/PS1,good,optimal,optimal,True
204,DSB Iba1 52_40X_CA1,0.6666666666666666,1.2,0.4727272727272727,1.1555555555555554,5,4,9,110,0.2756118774414062,5.399608612060547,CA1,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
205,DSB Iba1 52_40X_CA3,0.25,1.0,0.5977011494252874,1.2093023255813953,1,3,4,87,0.4342079162597656,4.315376281738281,CA3,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
206,DSB Iba1 52_40X_CTX1,0.2142857142857142,1.5,0.3536585365853658,1.380952380952381,2,12,14,82,0.1187324523925781,7.786273956298828,CTX1,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
207,DSB Iba1 52_40X_CTX2,0.5185185185185185,1.2727272727272727,0.4968553459119497,1.234375,11,16,27,159,0.3239631652832031,10.270881652832031,CTX2,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
208,DSB Iba1 52_40X_CTX3,0.5185185185185185,1.4,0.5872093023255814,1.364864864864865,10,17,27,172,0.4559516906738281,10.033130645751951,CTX3,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
209,DSB Iba1 52_40X_DG,0.7727272727272727,1.4166666666666667,0.7259615384615384,1.3245614035087718,12,10,21,208,0.7616043090820312,7.422256469726562,DG,52,1891,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
210,DSB Iba1 53_40X_CA1,1.4285714285714286,1.6666666666666667,3.21875,3.923809523809524,6,1,7,128,4.520511627197266,2.5342941284179688,CA1,53,885,male,APP/PS1,good,optimal,optimal,True
211,DSB Iba1 53_40X_CA3,0.75,1.0,2.759398496240601,3.110169491525424,3,1,4,133,6.536006927490234,2.4756431579589844,CA3,53,885,male,APP/PS1,good,optimal,optimal,True
212,DSB Iba1 53_40X_CTX1,1.6,2.074074074074074,2.178723404255319,2.723404255319149,27,8,35,235,3.690528869628906,7.878398895263672,CTX1,53,885,male,APP/PS1,good,optimal,optimal,True
213,DSB Iba1 53_40X_CTX2,1.8888888888888888,2.217391304347826,1.9028571428571428,2.25,23,4,27,175,3.605270385742188,7.045269012451172,CTX2,53,885,male,APP/PS1,good,optimal,optimal,True
214,DSB Iba1 53_40X_CTX3,0.8571428571428571,1.5,1.623931623931624,2.2093023255813957,8,6,14,117,3.4102439880371094,5.187797546386719,CTX3,53,885,male,APP/PS1,good,optimal,optimal,True
215,DSB Iba1 53_40X_DG,2.066666666666667,2.066666666666667,3.4324324324324325,3.708029197080292,15,0,15,148,10.100555419921877,3.43008041381836,DG,53,885,male,APP/PS1,good,optimal,optimal,True
216,DSB Iba1 54_40X_CA1,1.0,1.6666666666666667,0.6068376068376068,1.2456140350877194,3,2,5,117,0.5602836608886719,2.426910400390625,CA1,54,2012,male,APP/PS1,good,optimal,optimal,True
217,DSB Iba1 54_40X_CA3,1.0,1.0,1.0884955752212389,1.4642857142857142,1,0,1,113,1.2754440307617188,1.7024993896484375,CA3,54,2012,male,APP/PS1,good,optimal,optimal,True
218,DSB Iba1 54_40X_CTX1,0.4705882352941176,1.3333333333333333,0.7426900584795322,1.5301204819277108,6,11,17,171,0.823211669921875,4.989528656005859,CTX1,54,2012,male,APP/PS1,good,optimal,optimal,True
219,DSB Iba1 54_40X_CTX2,0.8461538461538461,1.5714285714285714,0.7870967741935484,1.4022988505747127,7,6,13,155,0.7739067077636719,3.8888931274414062,CTX2,54,2012,male,APP/PS1,good,optimal,optimal,True
220,DSB Iba1 54_40X_CTX3,0.7692307692307693,1.1111111111111112,0.8345323741007195,1.4146341463414631,9,4,13,139,0.8355140686035156,5.550861358642578,CTX3,54,2012,male,APP/PS1,good,optimal,optimal,True
221,DSB Iba1 54_40X_DG,0.8125,1.4444444444444444,1.3517786561264822,1.6847290640394088,9,7,16,253,1.9334793090820312,3.528308868408203,DG,54,2012,male,APP/PS1,good,optimal,optimal,True
222,DSB Iba1 55_40X_CA1,0.4,1.0,0.5959595959595959,1.2291666666666667,2,3,5,99,0.495147705078125,1.777362823486328,CA1,55,1989,female,APP/PS1,good,optimal,optimal,True
223,DSB Iba1 55_40X_CA3,0.3333333333333333,1.0,0.6835443037974683,1.542857142857143,1,2,3,79,0.4197120666503906,1.872539520263672,CA3,55,1989,female,APP/PS1,good,optimal,optimal,True
224,DSB Iba1 55_40X_CTX1,0.0,,0.045045045045045,1.0,0,8,8,111,0.0318527221679687,1.2282371520996094,CTX1,55,1989,female,APP/PS1,good,optimal,optimal,True
225,DSB Iba1 55_40X_CTX2,0.5,1.5,0.8235294117647058,1.4,4,8,12,136,0.611114501953125,3.083038330078125,CTX2,55,1989,female,APP/PS1,good,optimal,optimal,True
226,DSB Iba1 55_40X_CTX3,0.0,,0.2424242424242424,1.3333333333333333,0,6,6,66,0.0937461853027343,0.5826950073242188,CTX3,55,1989,female,APP/PS1,good,optimal,optimal,True
227,DSB Iba1 55_40X_DG,1.2727272727272727,1.75,1.0974358974358975,1.5070422535211268,8,3,11,195,1.6141891479492188,2.5461196899414062,DG,55,1989,female,APP/PS1,good,optimal,optimal,True
228,DSB Iba1 56_40X_CA1,0.7857142857142857,1.5714285714285714,0.5603448275862069,1.25,7,7,14,116,0.609588623046875,4.4521331787109375,CA1,56,2008,female,APP/PS1,good,optimal,optimal,True
229,DSB Iba1 56_40X_CA3,0.4615384615384615,2.0,0.6981132075471698,1.574468085106383,3,10,13,106,0.5918502807617188,4.624557495117188,CA3,56,2008,female,APP/PS1,good,optimal,optimal,True
230,DSB Iba1 56_40X_CTX1,0.8947368421052632,1.7,0.5548387096774193,1.2647058823529411,10,9,19,155,0.4897117614746094,5.258560180664063,CTX1,56,2008,female,APP/PS1,good,optimal,optimal,True
231,DSB Iba1 56_40X_CTX2,0.875,1.4,0.3789954337899543,1.1527777777777777,15,9,24,219,0.3222465515136719,5.3241729736328125,CTX2,56,2008,female,APP/PS1,good,optimal,optimal,True
232,DSB Iba1 56_40X_CTX3,0.3225806451612903,1.1111111111111112,0.3795180722891566,1.1886792452830188,9,22,31,166,0.2533912658691406,4.150867462158203,CTX3,56,2008,female,APP/PS1,good,optimal,optimal,True
233,DSB Iba1 56_40X_DG,1.5333333333333334,1.7692307692307692,1.1851851851851851,1.792,13,2,15,189,0.9902000427246094,5.023097991943359,DG,56,2008,female,APP/PS1,good,optimal,optimal,True
234,DSB Iba1 57_40X_CA1,0.8333333333333334,1.4285714285714286,1.318840579710145,2.4266666666666667,7,5,12,138,1.7914772033691406,2.201366424560547,CA1,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
235,DSB Iba1 57_40X_CA3,0.4,1.0,3.721804511278195,4.759615384615385,4,6,10,133,6.385135650634766,4.8095703125,CA3,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
236,DSB Iba1 57_40X_CTX1,1.1764705882352942,1.5384615384615383,0.3990825688073394,1.318181818181818,13,4,17,218,0.3266334533691406,2.260112762451172,CTX1,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
237,DSB Iba1 57_40X_CTX2,0.7647058823529411,1.181818181818182,0.4366197183098591,1.388059701492537,11,6,17,213,0.4457473754882812,1.4965057373046875,CTX2,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
238,DSB Iba1 57_40X_CTX3,0.3,1.0,0.15527950310559,1.1363636363636365,3,7,10,161,0.1439094543457031,1.306438446044922,CTX3,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
239,DSB Iba1 57_40X_DG,1.9583333333333333,2.764705882352941,2.31219512195122,3.3146853146853146,17,7,24,205,2.986621856689453,5.2936553955078125,DG,57,305,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
240,DSB Iba1 58_40X_CA1,1.0,1.5,0.7522935779816514,1.28125,4,2,6,109,0.6536483764648438,2.06155776977539,CA1,58,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
241,DSB Iba1 58_40X_CA3,0.25,1.0,0.8446601941747572,1.4745762711864407,1,3,4,103,0.7616043090820312,1.918315887451172,CA3,58,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
242,DSB Iba1 58_40X_CTX1,1.1875,1.9,0.7168141592920354,1.3278688524590163,10,6,16,113,0.4926681518554687,4.450321197509766,CTX1,58,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
243,DSB Iba1 58_40X_CTX2,1.2105263157894737,1.6428571428571428,0.8858695652173914,1.4553571428571428,14,5,19,184,0.8916854858398438,2.5277137756347656,CTX2,58,2005,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
