filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal
DSB Iba1 16_40X_CA1,0.7692307692307693,1.8181818181818181,0.9554140127388535,1.8518518518518519,44,60,104,157,1.0966300964355469,66.74537658691406
DSB Iba1 16_40X_CA3,3.161290322580645,3.408695652173913,4.441558441558442,4.590604026845638,115,9,124,154,18.227672576904297,83.35733413696289
DSB Iba1 16_40X_CTX1,1.1818181818181819,2.6,0.7843137254901961,1.8823529411764706,15,18,33,204,0.8442878723144531,5.467891693115234
DSB Iba1 16_40X_CTX2,1.921875,1.9627659574468086,2.773755656108597,2.837962962962963,188,4,192,221,39.40544128417969,80.53531646728516
DSB Iba1 16_40X_CTX3,2.1466666666666665,2.236111111111111,2.287958115183246,2.5260115606936417,72,3,75,191,9.070396423339844,19.513893127441406
DSB Iba1 16_40X_DG,1.1363636363636365,1.953125,1.237037037037037,2.141025641025641,64,46,110,135,1.1308670043945312,70.63474655151367
DSB Iba1 17_40X_CA1,1.7,2.4285714285714284,3.128787878787879,4.171717171717172,7,3,10,132,2.4562835693359375,2.0333290100097656
DSB Iba1 17_40X_CA3,1.5789473684210527,2.142857142857143,3.896103896103896,4.6875,14,5,19,154,5.110073089599609,3.7955284118652344
DSB Iba1 17_40X_CTX1,2.4285714285714284,3.090909090909091,1.5637254901960784,2.3455882352941178,11,3,14,204,1.3278961181640625,1.6919136047363281
DSB Iba1 17_40X_CTX2,3.1333333333333333,3.2790697674418605,3.3140495867768593,3.4420600858369097,43,2,45,242,29.742717742919922,7.447719573974609
DSB Iba1 17_40X_CTX3,2.6666666666666665,2.6666666666666665,3.774193548387097,4.006849315068493,36,0,36,155,18.192768096923828,6.618022918701172
DSB Iba1 17_40X_DG,4.973684210526316,5.90625,3.9318181818181817,4.552631578947368,32,6,37,176,5.62286376953125,15.38534164428711
DSB Iba1 18_40X_CA1,2.2222222222222223,2.2222222222222223,2.544642857142857,2.544642857142857,9,0,9,112,71.99668884277344,4.378700256347656
DSB Iba1 18_40X_CA3,2.375,2.375,3.727272727272727,3.967741935483871,8,0,8,66,36.4354133605957,4.350185394287109
DSB Iba1 18_40X_CTX1,2.2666666666666666,2.6153846153846154,2.0706521739130435,3.097560975609756,13,2,15,184,3.3540725708007812,2.0244598388671875
DSB Iba1 18_40X_CTX2,2.0,2.1666666666666665,3.5454545454545454,3.7681159420289854,12,1,13,220,40.91596603393555,3.620433807373047
DSB Iba1 18_40X_CTX3,4.0,4.0,3.2916666666666665,3.761904761904762,9,0,9,120,18.92385482788086,1.084136962890625
DSB Iba1 18_40X_DG,1.0377358490566038,1.0377358490566038,1.5514705882352942,1.5514705882352942,53,0,53,136,83.64906311035156,25.786685943603516
DSB Iba1 19_40X_CA1,1.0,1.0,1.0,1.0,33,0,33,33,99.50284957885742,94.42176818847656
DSB Iba1 19_40X_CA3,1.0,1.0,1.0,1.0,30,0,30,30,99.35731887817383,96.11063003540039
DSB Iba1 19_40X_CTX1,1.0,1.0,1.0,1.0,78,0,78,80,99.45621490478516,97.23987579345703
DSB Iba1 19_40X_CTX2,1.0,1.0,1.0,1.0,26,0,26,32,97.04084396362305,81.25772476196289
DSB Iba1 19_40X_CTX3,1.0,1.0,1.0,1.0,27,0,27,39,98.70357513427734,52.16951370239258
DSB Iba1 19_40X_DG,1.0,1.0,1.0,1.0,38,0,38,38,99.53365325927734,93.24979782104492
DSB Iba1 20_40X_CA1,1.0,1.5,0.8264462809917356,1.408450704225352,4,2,6,121,0.7762908935546875,0.7890701293945312
DSB Iba1 20_40X_CA3,1.0,2.0,1.3571428571428572,1.9558823529411764,1,1,2,98,1.1053085327148438,0.9639739990234375
DSB Iba1 20_40X_CTX1,0.5,1.0,0.635036496350365,1.1917808219178083,1,1,2,137,0.4868507385253906,0.4521369934082031
DSB Iba1 20_40X_CTX2,2.3846153846153846,2.5833333333333335,1.2348484848484849,1.7157894736842105,12,1,13,132,0.9496688842773438,1.3779640197753906
DSB Iba1 20_40X_CTX3,0.6666666666666666,2.0,0.6811594202898551,1.4242424242424243,1,2,3,69,0.5314826965332031,0.3177642822265625
DSB Iba1 20_40X_DG,1.5,1.8,1.8177339901477831,2.0386740331491713,5,1,6,202,2.3174285888671875,1.9644737243652344
DSB Iba1 21_40X_CA1,0.875,1.4,0.9464285714285714,1.3766233766233766,5,3,8,112,0.7778167724609375,1.6850471496582031
DSB Iba1 21_40X_CA3,0.6666666666666666,1.0,1.0212765957446808,1.7454545454545454,2,1,3,94,0.7436752319335938,0.800323486328125
DSB Iba1 21_40X_CTX1,1.4,1.9090909090909092,0.7314285714285714,1.391304347826087,11,4,15,175,0.9168624877929688,2.2263526916503906
DSB Iba1 21_40X_CTX2,1.8,1.8,0.8606965174129353,1.4297520661157024,10,0,10,201,1.0347366333007812,2.2759437561035156
DSB Iba1 21_40X_CTX3,2.1,2.4705882352941178,1.2411764705882353,2.1530612244897958,17,3,20,170,1.0148048400878906,3.3417701721191406
DSB Iba1 21_40X_DG,2.230769230769231,2.4166666666666665,1.641711229946524,1.883435582822086,12,1,13,187,2.2064208984375,2.4618148803710938
DSB Iba1 22_40X_CA1,1.7777777777777777,2.2857142857142856,1.5590551181102361,2.152173913043478,14,4,18,127,1.2415885925292969,4.4261932373046875
DSB Iba1 22_40X_CA3,1.5,1.8,1.358974358974359,2.1780821917808217,5,1,6,117,1.2543678283691406,2.531909942626953
DSB Iba1 22_40X_CTX1,3.5714285714285716,4.166666666666667,1.4722222222222223,2.1780821917808217,6,1,7,216,1.403045654296875,2.2843360900878906
DSB Iba1 22_40X_CTX2,1.1764705882352942,2.2222222222222223,1.261467889908257,2.131782945736434,9,8,17,218,1.3582229614257812,2.6610374450683594
DSB Iba1 22_40X_CTX3,1.25,1.6666666666666667,0.45652173913043476,1.3404255319148937,3,1,4,138,0.2514839172363281,0.4505157470703125
DSB Iba1 22_40X_DG,3.3846153846153846,3.6666666666666665,2.2024291497975708,2.4840182648401825,12,1,13,247,3.1919479370117188,4.112339019775391
DSB Iba1 23_40X_CA1,0.5,2.0,0.8165137614678899,1.4126984126984128,1,3,4,109,0.5928993225097656,2.806854248046875
DSB Iba1 23_40X_CA3,0.3333333333333333,1.0,0.8048780487804879,1.5,1,2,3,82,0.531768798828125,1.2833595275878906
DSB Iba1 23_40X_CTX1,0.5,1.4285714285714286,0.4430379746835443,1.1290322580645162,7,13,20,158,0.4361152648925781,4.345607757568359
DSB Iba1 23_40X_CTX2,0.0,,0.12030075187969924,1.1428571428571428,0,2,2,133,0.07200241088867188,0.347900390625
DSB Iba1 23_40X_CTX3,1.0,1.5,0.8604651162790697,1.48,8,4,12,129,0.6974220275878906,1.9530296325683594
DSB Iba1 23_40X_DG,2.4285714285714284,4.25,1.3619909502262444,1.6910112359550562,4,3,7,221,1.8776893615722656,5.702972412109375
