index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
166,DSB Iba1 45_40X_CTX3,0.5,1.6666666666666667,0.5027932960893855,1.3432835820895523,6,14,20,179,0.3774642944335937,3.458404541015625,CTX3,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
167,DSB Iba1 45_40X_DG,1.3529411764705883,1.9166666666666667,2.387832699619772,2.638655462184874,12,5,17,263,4.353618621826172,7.775020599365234,DG,45,1887,male,APP/PS1 x Neil3 KO,good,optimal,optimal,True
180,DSB Iba1 48_40X_CA1,1.5,2.25,1.2037037037037035,1.6049382716049383,4,2,6,108,0.7757186889648438,3.3704757690429688,CA1,48,2041,female,APP/PS1,good,optimal,optimal,True
181,DSB Iba1 48_40X_CA3,,,0.6119402985074627,1.28125,0,0,0,67,0.5895614624023438,2.537250518798828,CA3,48,2041,female,APP/PS1,good,optimal,optimal,True
182,DSB Iba1 48_40X_CTX1,1.2,1.7142857142857142,0.7788944723618091,1.3025210084033614,21,9,30,199,0.8686065673828125,4.6924591064453125,CTX1,48,2041,female,APP/PS1,good,optimal,optimal,True
183,DSB Iba1 48_40X_CTX2,1.2,1.8461538461538465,0.8434782608695652,1.3197278911564625,13,7,20,230,1.111125946044922,3.786659240722656,CTX2,48,2041,female,APP/PS1,good,optimal,optimal,True
184,DSB Iba1 48_40X_CTX3,0.85,1.4166666666666667,0.8697916666666666,1.403361344537815,12,8,20,192,1.1597633361816406,3.594589233398437,CTX3,48,2041,female,APP/PS1,good,optimal,optimal,True
185,DSB Iba1 48_40X_DG,1.4545454545454546,2.0,1.988929889298893,2.2742616033755274,8,3,11,271,2.8412818908691406,5.111885070800781,DG,48,2041,female,APP/PS1,good,optimal,optimal,True
192,DSB Iba1 50_40X_CA1,0.1764705882352941,1.0,0.2450980392156862,1.25,3,14,17,102,0.0975608825683593,4.873561859130859,CA1,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
193,DSB Iba1 50_40X_CA3,0.0909090909090909,1.0,0.5221238938053098,1.3111111111111111,1,10,11,113,0.5349159240722656,3.848457336425781,CA3,50,1996,female,APP/PS1 x Neil3 KO,good,optimal,optimal,True
