index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,manual_qc,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
95,DSB GFAP 29_40X_CA1,1.1666666666666667,1.75,0.975,1.4625,8,4,12,120,0.8819580078125,5.027484893798828,CA1,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
96,DSB GFAP 29_40X_CA3,0.0,,0.6185567010309279,1.3953488372093024,0,1,1,97,0.5443572998046875,0.8591651916503906,CA3,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
97,DSB GFAP 29_40X_CTX1,0.0,,0.6119402985074627,1.2424242424242424,0,6,6,134,0.7662773132324219,2.649402618408203,CTX1,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
98,DSB GFAP 29_40X_CTX2,0.0,,0.325,1.181818181818182,0,2,2,160,0.5808830261230469,0.8406639099121094,CTX2,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
99,DSB GFAP 29_40X_CTX3,0.0,,0.2988505747126437,1.3,0,1,1,87,0.1667022705078125,0.4141807556152344,CTX3,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
100,DSB GFAP 29_40X_DG,1.5,1.8,1.268733850129199,1.7473309608540926,10,2,12,387,2.9226303100585938,3.142738342285156,DG,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
101,DSB GFAP 30_40X_CA1,0.8571428571428571,1.2,0.8846153846153846,1.337209302325581,5,2,7,130,1.0529518127441406,1.6564369201660156,CA1,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
102,DSB GFAP 30_40X_CA3,0.5,2.0,0.9625,1.6041666666666667,1,3,4,160,1.5821456909179688,0.7544517517089844,CA3,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
103,DSB GFAP 30_40X_CTX1,0.25,1.0,1.7453703703703705,2.2710843373493974,1,3,4,216,3.725051879882813,1.3737678527832031,CTX1,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
104,DSB GFAP 30_40X_CTX2,2.0,2.0,0.981132075471698,1.5294117647058822,1,0,1,159,1.6684532165527344,0.6600379943847656,CTX2,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
105,DSB GFAP 30_40X_CTX3,,,1.1101694915254237,1.617283950617284,0,0,0,118,1.2169837951660156,0.2448081970214843,CTX3,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
106,DSB GFAP 30_40X_DG,1.0909090909090908,1.7142857142857142,1.455813953488372,1.7784090909090908,7,4,11,429,3.5248756408691406,4.599666595458984,DG,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
107,DSB GFAP 31_40X_DG,,,0.3468013468013468,1.391891891891892,0,0,0,297,0.7742881774902344,1.0436058044433594,DG,31,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
108,DSB GFAP 32_40X_CA1,0.25,1.0,0.7890625,1.3835616438356164,1,3,4,128,1.1163711547851562,1.244354248046875,CA1,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
109,DSB GFAP 32_40X_CA3,1.0,1.4,1.3452380952380951,2.017857142857143,5,2,7,84,1.1851310729980469,1.7009735107421875,CA3,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
110,DSB GFAP 32_40X_CTX1,0.25,1.0,0.6546762589928058,1.318840579710145,1,3,4,139,0.7435798645019531,2.2357940673828125,CTX1,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
111,DSB GFAP 32_40X_CTX2,1.5,3.0,0.575,1.3529411764705883,1,1,2,160,0.7028579711914062,0.8182525634765625,CTX2,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
112,DSB GFAP 32_40X_CTX3,0.0,,0.5136986301369864,1.3157894736842106,0,5,5,146,0.6398200988769531,1.7248153686523438,CTX3,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
113,DSB GFAP 32_40X_DG,0.6,1.5,1.6585365853658536,1.831649831649832,2,3,5,328,4.3910980224609375,2.8168678283691406,DG,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
114,DSB GFAP 34_40X_CA1,0.1666666666666666,1.0,0.7894736842105263,1.3846153846153846,1,5,6,114,0.8579254150390625,1.6398429870605469,CA1,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
115,DSB GFAP 34_40X_CA3,0.3076923076923077,1.3333333333333333,0.7278481012658228,1.2777777777777777,3,10,13,158,0.9611129760742188,4.219818115234375,CA3,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
116,DSB GFAP 34_40X_CTX1,1.0,1.25,0.5203252032520326,1.1228070175438596,4,1,5,123,0.5462646484375,2.090930938720703,CTX1,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
117,DSB GFAP 34_40X_CTX2,0.3571428571428571,1.25,0.991304347826087,1.6285714285714286,4,10,14,115,1.3530731201171875,4.251480102539063,CTX2,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
