index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_+_dna_damage_all_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,damage_load_ratio_glia_+_cells,damage_load_ratio_all_cells,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,manual_qc,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
96,DSB GFAP 20_40X_CA1,0.0,,0.3448275862068966,1.1764705882352942,0,51,1,1,173,0.171661376953125,0.46234130859375,0.0,0.2947976878612717,CA1,20,887,male,APP/PS1,good,passed,optimal,optimal,True
97,DSB GFAP 20_40X_CA3,0.1,1.0,0.8502994011976048,1.632183908045977,1,87,9,10,166,0.6876945495605469,2.3604393005371094,0.1,0.5240963855421686,CA3,20,887,male,APP/PS1,good,passed,optimal,optimal,True
98,DSB GFAP 20_40X_CTX1,0.0,,0.2066420664206642,1.12,0,50,1,1,271,0.3232955932617187,0.4038810729980469,0.0,0.1845018450184501,CTX1,20,887,male,APP/PS1,good,passed,optimal,optimal,True
99,DSB GFAP 20_40X_CTX2,0.5,1.4,0.9514925373134328,1.7832167832167831,5,143,9,14,268,0.8154869079589844,6.314945220947266,0.3571428571428571,0.5335820895522388,CTX2,20,887,male,APP/PS1,good,passed,optimal,optimal,True
100,DSB GFAP 20_40X_CTX3,0.3333333333333333,1.25,1.288659793814433,1.7857142857142858,4,140,11,15,194,1.080322265625,4.963207244873047,0.2666666666666666,0.7216494845360825,CTX3,20,887,male,APP/PS1,good,passed,optimal,optimal,True
101,DSB GFAP 20_40X_DG,0.2857142857142857,2.0,0.4924623115577889,1.195121951219512,1,164,6,7,395,0.4770278930664062,1.5550613403320312,0.1428571428571428,0.4151898734177215,DG,20,887,male,APP/PS1,good,passed,optimal,optimal,True
102,DSB GFAP 21_40X_CA1,1.0,1.0,0.4736842105263157,1.08,1,50,0,1,114,0.1826286315917968,0.2859115600585937,1.0,0.4385964912280701,CA1,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
103,DSB GFAP 21_40X_CA3,0.0,,0.7578947368421053,1.44,0,50,3,3,95,0.28533935546875,0.972747802734375,0.0,0.5263157894736842,CA3,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
104,DSB GFAP 21_40X_CTX1,0.0,,0.2480620155038759,1.1428571428571428,0,28,1,1,129,0.1235008239746093,0.7062911987304688,0.0,0.2170542635658914,CTX1,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
105,DSB GFAP 21_40X_CTX2,0.0,,0.2236842105263158,1.1724137931034482,0,29,3,3,152,0.1203536987304687,0.8353233337402344,0.0,0.1907894736842105,CTX2,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
106,DSB GFAP 21_40X_CTX3,0.0,,0.1927083333333333,1.0277777777777777,0,36,1,1,192,0.1572608947753906,0.415802001953125,0.0,0.1875,CTX3,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
107,DSB GFAP 21_40X_DG,0.0,,0.5727554179566563,1.1011904761904765,0,168,4,4,322,0.4962921142578125,1.9483566284179688,0.0,0.5217391304347826,DG,21,2014,male,APP/PS1,good,passed,optimal,optimal,True
108,DSB GFAP 22_40X_CA1,0.3333333333333333,1.0,0.5289855072463768,1.123076923076923,1,65,2,3,138,0.2860069274902344,0.9831428527832032,0.3333333333333333,0.4710144927536231,CA1,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
109,DSB GFAP 22_40X_CA3,2.0,2.0,1.03921568627451,1.59,1,100,0,1,153,1.0817527770996094,0.3539085388183594,1.0,0.6535947712418301,CA3,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
110,DSB GFAP 22_40X_CTX1,0.6666666666666666,2.0,0.9132653061224488,1.366412213740458,1,131,2,3,196,0.6397247314453125,2.0880699157714844,0.3333333333333333,0.6683673469387755,CTX1,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
111,DSB GFAP 22_40X_CTX2,0.6666666666666666,1.0,0.7010309278350515,1.2363636363636363,2,110,1,3,194,0.5806922912597656,1.8810272216796875,0.6666666666666666,0.5670103092783505,CTX2,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
112,DSB GFAP 22_40X_CTX3,,,0.5973451327433629,1.3235294117647058,0,102,0,0,226,0.5559921264648438,0.3844261169433594,,0.4513274336283185,CTX3,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
113,DSB GFAP 22_40X_DG,0.0,,0.8666666666666667,1.3131313131313131,0,198,2,2,300,0.891876220703125,0.8734703063964844,0.0,0.66,DG,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
114,DSB GFAP 23_40X_DG,0.4705882352941176,1.1428571428571428,0.4777777777777778,1.34375,7,128,10,17,360,0.506591796875,4.239940643310547,0.4117647058823529,0.3555555555555555,DG,23,231,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
115,DSB GFAP 24_40X_CA1,1.0,1.0,0.689922480620155,1.2361111111111112,1,72,0,1,129,0.3842353820800781,1.505279541015625,1.0,0.5581395348837209,CA1,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
116,DSB GFAP 24_40X_CA3,0.5555555555555556,1.0,0.9482758620689656,1.5714285714285714,5,70,4,9,116,0.5433082580566406,2.0681381225585938,0.5555555555555556,0.603448275862069,CA3,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
117,DSB GFAP 24_40X_CTX1,1.4545454545454546,2.0,1.025974025974026,1.48125,8,160,3,11,231,0.9565353393554688,3.82843017578125,0.7272727272727273,0.6926406926406926,CTX1,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
118,DSB GFAP 24_40X_CTX2,0.3636363636363636,1.3333333333333333,0.9061032863849764,1.5196850393700787,3,127,8,11,213,0.7462501525878906,3.2064437866210938,0.2727272727272727,0.596244131455399,CTX2,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
119,DSB GFAP 24_40X_CTX3,0.375,1.5,0.7368421052631579,1.414141414141414,2,99,6,8,189,0.45166015625,3.1861305236816406,0.25,0.5238095238095238,CTX3,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
120,DSB GFAP 24_40X_DG,0.8636363636363636,1.4615384615384617,1.1886304909560723,1.488673139158576,13,309,9,22,386,1.6458511352539062,5.126953125,0.5909090909090909,0.8005181347150259,DG,24,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
121,DSB GFAP 25_40X_CA1,1.0,1.5,1.136,1.5106382978723405,2,94,1,3,125,0.7488250732421875,0.8317947387695312,0.6666666666666666,0.752,CA1,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,False
122,DSB GFAP 25_40X_CA3,1.5,1.5,1.2011173184357542,1.6666666666666667,2,129,0,2,179,1.2500762939453125,0.3442764282226562,1.0,0.7206703910614525,CA3,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,False
123,DSB GFAP 25_40X_CTX1,1.0,1.5,0.7624309392265194,1.4081632653061225,2,98,1,3,181,0.5418777465820312,1.49383544921875,0.6666666666666666,0.5414364640883977,CTX1,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,False
124,DSB GFAP 25_40X_CTX2,0.0,,0.7608695652173914,1.3592233009708738,0,103,1,1,184,0.5244255065917969,0.7261276245117188,0.0,0.5597826086956522,CTX2,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,False
125,DSB GFAP 25_40X_CTX3,0.75,1.2,0.7482014388489209,1.368421052631579,10,76,6,16,139,0.4054069519042969,4.564571380615234,0.625,0.5467625899280576,CTX3,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,False
126,DSB GFAP 25_40X_DG,1.0,2.0,1.8385542168674696,2.0401069518716577,2,374,2,4,415,3.1617164611816406,1.4879226684570312,0.5,0.9012048192771084,DG,25,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,suboptimal,False
127,DSB GFAP 26_40X_CA1,0.7619047619047619,1.6,0.7848837209302325,1.4673913043478262,10,92,11,21,172,0.4570960998535156,3.69863510131836,0.4761904761904761,0.5348837209302325,CA1,26,885,male,APP/PS1,good,passed,optimal,optimal,True
128,DSB GFAP 26_40X_CA3,0.25,1.0,1.066350710900474,1.744186046511628,1,129,3,4,211,1.0031700134277344,1.3578414916992188,0.25,0.6113744075829384,CA3,26,885,male,APP/PS1,good,passed,optimal,optimal,True
129,DSB GFAP 26_40X_CTX1,0.5,1.0,0.5728476821192053,1.384,2,125,2,4,302,0.5873680114746094,1.4318466186523438,0.5,0.4139072847682119,CTX1,26,885,male,APP/PS1,good,passed,optimal,optimal,True
130,DSB GFAP 26_40X_CTX2,1.1428571428571428,1.3333333333333333,1.040983606557377,1.6710526315789471,6,152,1,7,244,1.237201690673828,1.8035888671875,0.8571428571428571,0.6229508196721312,CTX2,26,885,male,APP/PS1,good,passed,optimal,optimal,True
131,DSB GFAP 26_40X_CTX3,0.6,1.0,0.5298804780876494,1.3434343434343434,3,99,2,5,251,0.545501708984375,2.21853256225586,0.6,0.3944223107569721,CTX3,26,885,male,APP/PS1,good,passed,optimal,optimal,True
132,DSB GFAP 26_40X_DG,0.5,1.5,1.019417475728155,1.5671641791044777,4,201,8,12,307,0.9177207946777344,3.647041320800781,0.3333333333333333,0.6547231270358306,DG,26,885,male,APP/PS1,good,passed,optimal,optimal,True
133,DSB GFAP 27_40X_CA1,1.3,1.625,1.368421052631579,1.8571428571428568,8,84,2,10,114,0.6780624389648438,2.697372436523437,0.8,0.7368421052631579,CA1,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
134,DSB GFAP 27_40X_CA3,1.0,1.5833333333333333,1.5,2.0510204081632653,12,98,7,19,134,0.7257461547851562,5.297756195068359,0.631578947368421,0.7313432835820896,CA3,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
135,DSB GFAP 27_40X_CTX1,0.9411764705882352,1.6,0.9230769230769232,1.3818181818181818,10,165,7,17,247,1.1672019958496094,5.693149566650391,0.5882352941176471,0.6680161943319838,CTX1,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
136,DSB GFAP 27_40X_CTX2,0.9166666666666666,1.375,0.8732394366197183,1.3285714285714283,8,140,4,12,213,0.9129524230957032,4.554557800292969,0.6666666666666666,0.6572769953051644,CTX2,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
137,DSB GFAP 27_40X_CTX3,0.8,1.0,0.6086956521739131,1.3770491803278688,4,61,1,5,138,0.3527641296386719,1.7201423645019531,0.8,0.4420289855072464,CTX3,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
138,DSB GFAP 27_40X_DG,1.7333333333333334,2.0,1.5444743935309972,1.848387096774193,13,310,2,15,371,2.33621597290039,5.479145050048828,0.8666666666666667,0.8355795148247979,DG,27,2012,male,APP/PS1,good,passed,optimal,optimal,True
139,DSB GFAP 28_40X_CA1,0.1666666666666666,1.0,0.5698924731182796,1.308641975308642,1,81,5,6,186,0.3314971923828125,2.07509994506836,0.1666666666666666,0.4354838709677419,CA1,28,892,female,APP/PS1,good,passed,optimal,optimal,True
140,DSB GFAP 28_40X_CA3,0.0,,0.7204301075268817,1.3137254901960784,0,102,6,6,186,0.4487991333007812,2.755355834960937,0.0,0.5483870967741935,CA3,28,892,female,APP/PS1,good,passed,optimal,optimal,True
141,DSB GFAP 28_40X_CTX1,,,0.184331797235023,1.2121212121212122,0,33,0,0,217,0.1791000366210937,0.01983642578125,,0.152073732718894,CTX1,28,892,female,APP/PS1,good,passed,optimal,optimal,True
142,DSB GFAP 28_40X_DG,0.2,1.0,0.6843575418994413,1.2962962962962965,2,189,8,10,355,0.6534576416015625,4.433155059814453,0.2,0.532394366197183,DG,28,892,female,APP/PS1,good,passed,optimal,optimal,True
143,DSB GFAP 29_40X_CA1,0.5,1.2,0.8083333333333333,1.3108108108108107,5,74,7,12,120,0.3802299499511719,5.027484893798828,0.4166666666666667,0.6166666666666667,CA1,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
144,DSB GFAP 29_40X_CA3,0.0,,0.5257731958762887,1.275,0,40,1,1,97,0.2157211303710937,0.8591651916503906,0.0,0.4123711340206185,CA3,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
145,DSB GFAP 29_40X_CTX1,0.0,,0.5223880597014925,1.1111111111111112,0,63,6,6,134,0.2934455871582031,2.649402618408203,0.0,0.4701492537313433,CTX1,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
146,DSB GFAP 29_40X_CTX2,0.0,,0.23125,1.088235294117647,0,34,2,2,160,0.2292633056640625,0.8406639099121094,0.0,0.2125,CTX2,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
147,DSB GFAP 29_40X_CTX3,0.0,,0.1954022988505747,1.0,0,17,1,1,87,0.06256103515625,0.4141807556152344,0.0,0.1954022988505747,CTX3,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
148,DSB GFAP 29_40X_DG,1.1666666666666667,1.5555555555555556,0.8992248062015504,1.408906882591093,9,247,3,12,387,1.0630607604980469,3.142738342285156,0.75,0.6382428940568475,DG,29,1989,female,APP/PS1,good,passed,optimal,optimal,True
149,DSB GFAP 30_40X_CA1,0.4285714285714285,1.0,0.6846153846153846,1.1125,3,80,4,7,130,0.4431724548339844,1.6564369201660156,0.4285714285714285,0.6153846153846154,CA1,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
150,DSB GFAP 30_40X_CA3,0.0,,0.85,1.4782608695652173,0,92,4,4,160,0.6663322448730469,0.7544517517089844,0.0,0.575,CA3,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
151,DSB GFAP 30_40X_CTX1,0.25,1.0,0.6481481481481481,1.1570247933884297,1,121,3,4,216,0.4695892333984375,1.3737678527832031,0.25,0.5601851851851852,CTX1,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
152,DSB GFAP 30_40X_CTX2,1.0,1.0,0.6226415094339622,1.1927710843373494,1,83,0,1,159,0.5129814147949219,0.6600379943847656,1.0,0.5220125786163522,CTX2,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
153,DSB GFAP 30_40X_CTX3,,,0.864406779661017,1.3783783783783785,0,74,0,0,118,0.4507064819335937,0.2448081970214843,,0.6271186440677966,CTX3,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
154,DSB GFAP 30_40X_DG,0.7272727272727273,1.6,1.1069767441860463,1.4782608695652173,5,322,6,11,429,1.3042449951171875,4.599666595458984,0.4545454545454545,0.7505827505827506,DG,30,2008,female,APP/PS1,good,passed,optimal,optimal,True
155,DSB GFAP 31_40X_DG,,,0.0841750841750841,1.0869565217391304,0,23,0,0,297,0.193023681640625,1.0436058044433594,,0.0774410774410774,DG,31,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
156,DSB GFAP 32_40X_CA1,0.25,1.0,0.640625,1.2058823529411764,1,68,3,4,128,0.4670143127441406,1.244354248046875,0.25,0.53125,CA1,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
157,DSB GFAP 32_40X_CA3,0.2857142857142857,1.0,0.8928571428571429,1.6304347826086956,2,46,5,7,84,0.3749847412109375,1.7009735107421875,0.2857142857142857,0.5476190476190477,CA3,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
158,DSB GFAP 32_40X_CTX1,0.25,1.0,0.4820143884892086,1.1551724137931034,1,58,3,4,139,0.296783447265625,2.2357940673828125,0.25,0.4172661870503597,CTX1,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
159,DSB GFAP 32_40X_CTX2,1.5,3.0,0.4125,1.137931034482759,1,58,1,2,160,0.23040771484375,0.8182525634765625,0.5,0.3625,CTX2,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
160,DSB GFAP 32_40X_CTX3,0.0,,0.4315068493150685,1.2115384615384617,0,52,5,5,146,0.2642631530761719,1.7248153686523438,0.0,0.3561643835616438,CTX3,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
161,DSB GFAP 32_40X_DG,0.4,1.0,1.3323170731707317,1.506896551724138,2,290,3,5,328,1.813983917236328,2.8168678283691406,0.4,0.8841463414634146,DG,32,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
162,DSB GFAP 34_40X_CA1,0.1666666666666666,1.0,0.6754385964912281,1.2622950819672132,1,61,5,6,114,0.3659248352050781,1.6398429870605469,0.1666666666666666,0.5350877192982456,CA1,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
163,DSB GFAP 34_40X_CA3,0.0769230769230769,1.0,0.6265822784810127,1.1927710843373494,1,83,12,13,158,0.4090309143066406,4.219818115234375,0.0769230769230769,0.5253164556962026,CA3,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
164,DSB GFAP 34_40X_CTX1,0.2,1.0,0.4308943089430894,1.0816326530612246,1,49,4,5,123,0.2234458923339843,2.090930938720703,0.2,0.3983739837398374,CTX1,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
165,DSB GFAP 34_40X_CTX2,0.2857142857142857,2.0,0.6434782608695652,1.3214285714285714,2,56,12,14,115,0.37994384765625,4.251480102539063,0.1428571428571428,0.4869565217391304,CTX2,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
166,DSB GFAP 34_40X_CTX3,0.0,,0.3232323232323232,1.1851851851851851,0,27,5,5,99,0.1139640808105468,0.8382797241210938,0.0,0.2727272727272727,CTX3,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
167,DSB GFAP 34_40X_DG,0.4166666666666667,1.0,1.0296495956873315,1.4148148148148147,5,270,7,12,371,1.0900497436523438,3.5940170288085938,0.4166666666666667,0.7277628032345014,DG,34,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
168,DSB GFAP 35_40X_CA1,0.75,1.5,1.1025641025641026,1.8695652173913044,4,92,4,8,156,0.5911827087402344,2.766895294189453,0.5,0.5897435897435898,CA1,35,885,male,APP/PS1,good,passed,optimal,optimal,True
169,DSB GFAP 35_40X_CA3,0.0,,1.6652173913043478,2.226744186046512,0,172,2,2,230,1.5254020690917969,1.1099815368652344,0.0,0.7478260869565218,CA3,35,885,male,APP/PS1,good,passed,optimal,optimal,True
170,DSB GFAP 35_40X_CTX1,0.8333333333333334,1.25,0.9365671641791044,1.5493827160493827,4,162,2,6,268,0.8456230163574219,3.051185607910156,0.6666666666666666,0.6044776119402985,CTX1,35,885,male,APP/PS1,good,passed,optimal,optimal,True
171,DSB GFAP 35_40X_CTX2,0.375,1.0,0.8390804597701149,1.5208333333333333,3,96,5,8,174,0.6237030029296875,4.268169403076172,0.375,0.5517241379310345,CTX2,35,885,male,APP/PS1,good,passed,optimal,optimal,True
172,DSB GFAP 35_40X_CTX3,1.1111111111111112,1.6666666666666667,0.9328621908127208,1.5529411764705885,6,170,3,9,283,0.7940292358398438,4.068756103515625,0.6666666666666666,0.6007067137809188,CTX3,35,885,male,APP/PS1,good,passed,optimal,optimal,True
173,DSB GFAP 35_40X_DG,0.5789473684210527,1.2222222222222223,0.9278688524590164,1.4221105527638191,9,199,10,19,304,0.7998466491699219,4.887294769287109,0.4736842105263157,0.6546052631578947,DG,35,885,male,APP/PS1,good,passed,optimal,optimal,True
174,DSB GFAP 36_40X_CA1,0.6,1.0,1.0432098765432098,1.656862745098039,3,102,2,5,162,0.6959915161132812,1.132965087890625,0.6,0.6296296296296297,CA1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
175,DSB GFAP 36_40X_CA3,0.0,,1.0847457627118644,1.7297297297297298,0,74,3,3,118,0.6776809692382812,1.0608673095703125,0.0,0.6271186440677966,CA3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
176,DSB GFAP 36_40X_CTX1,0.9090909090909092,1.6666666666666667,0.9529914529914528,1.5704225352112675,6,142,5,11,234,0.7035255432128906,0.9889602661132812,0.5454545454545454,0.6068376068376068,CTX1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
177,DSB GFAP 36_40X_CTX2,0.3333333333333333,1.0,0.8275862068965517,1.3584905660377358,1,159,2,3,261,0.7449150085449219,0.8540153503417969,0.3333333333333333,0.6091954022988506,CTX2,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
178,DSB GFAP 36_40X_CTX3,0.5555555555555556,1.6666666666666667,0.9101796407185628,1.4901960784313726,3,102,6,9,167,0.54931640625,1.8036842346191408,0.3333333333333333,0.6107784431137725,CTX3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
179,DSB GFAP 36_40X_DG,1.1428571428571428,1.6,1.2816091954022988,1.5928571428571427,5,280,2,7,347,1.8009185791015625,1.7085075378417969,0.7142857142857143,0.8069164265129684,DG,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
180,DSB GFAP 37_40X_CA1,0.25,1.0,0.7575757575757576,1.488095238095238,1,84,3,4,165,0.4140853881835937,1.1289596557617188,0.25,0.509090909090909,CA1,37,892,female,APP/PS1,good,passed,optimal,optimal,True
181,DSB GFAP 37_40X_CA3,0.0,,0.7916666666666666,1.5833333333333333,0,72,2,2,144,0.5016326904296875,1.7892837524414062,0.0,0.5,CA3,37,892,female,APP/PS1,good,passed,optimal,optimal,True
182,DSB GFAP 37_40X_CTX1,0.5,1.0,0.71900826446281,1.6261682242990654,1,107,1,2,242,0.5445480346679688,0.5955696105957031,0.5,0.4421487603305785,CTX1,37,892,female,APP/PS1,good,passed,optimal,optimal,True
183,DSB GFAP 37_40X_CTX2,2.0,2.333333333333333,1.186602870813397,1.7971014492753623,6,138,1,7,209,0.9866714477539062,3.1171798706054688,0.8571428571428571,0.6602870813397129,CTX2,37,892,female,APP/PS1,good,passed,optimal,optimal,True
184,DSB GFAP 37_40X_CTX3,0.5,1.0,0.8448275862068966,1.5934959349593496,1,123,1,2,232,0.5864143371582031,0.6228446960449219,0.5,0.5301724137931034,CTX3,37,892,female,APP/PS1,good,passed,optimal,optimal,True
185,DSB GFAP 37_40X_DG,1.8571428571428568,2.6,1.048048048048048,1.4914529914529917,5,234,2,7,332,1.2254714965820312,2.630043029785156,0.7142857142857143,0.7048192771084337,DG,37,892,female,APP/PS1,good,passed,optimal,optimal,True
186,DSB GFAP 38_40X_CA1,1.0,2.0,0.5408163265306123,1.1521739130434785,2,46,2,4,98,0.2256393432617187,1.3042449951171875,0.5,0.4693877551020408,CA1,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
187,DSB GFAP 38_40X_CA3,,,0.6973684210526315,1.394736842105263,0,38,0,0,76,0.2506256103515625,0.30975341796875,,0.5,CA3,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
188,DSB GFAP 38_40X_CTX1,0.5,1.0,0.648,1.1911764705882353,2,68,2,4,125,0.3667831420898437,1.5527725219726562,0.5,0.544,CTX1,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
189,DSB GFAP 38_40X_CTX2,0.6666666666666666,2.0,0.5259259259259259,1.2241379310344829,1,58,2,3,135,0.3007888793945312,1.5630722045898438,0.3333333333333333,0.4296296296296296,CTX2,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
190,DSB GFAP 38_40X_CTX3,1.0,1.0,0.4423076923076923,1.1219512195121952,1,41,0,1,104,0.1803398132324218,0.3652572631835937,1.0,0.3942307692307692,CTX3,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
191,DSB GFAP 38_40X_DG,0.75,1.5,1.14,1.5,2,266,2,4,350,1.1613845825195312,1.8080711364746092,0.5,0.76,DG,38,1989,female,APP/PS1,good,passed,optimal,optimal,True
192,DSB GFAP 39_40X_CA1,0.6666666666666666,1.0,0.9214285714285714,1.34375,2,96,1,3,140,0.6970405578613281,1.0892868041992188,0.6666666666666666,0.6857142857142857,CA1,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
193,DSB GFAP 39_40X_CA3,0.8,2.0,1.135922330097087,1.6956521739130437,2,69,3,5,103,0.6003379821777344,1.8500328063964844,0.4,0.6699029126213593,CA3,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
194,DSB GFAP 39_40X_CTX1,1.5,1.5,0.6926829268292682,1.3027522935779816,4,109,0,4,205,0.4176139831542969,0.9486198425292968,1.0,0.5317073170731708,CTX1,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
195,DSB GFAP 39_40X_CTX2,0.5,1.0,0.6986301369863014,1.275,1,80,1,2,146,0.374603271484375,0.7303237915039062,0.5,0.547945205479452,CTX2,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
196,DSB GFAP 39_40X_CTX3,0.0,,0.6106870229007634,1.25,0,64,3,3,131,0.2704620361328125,0.7608413696289062,0.0,0.4885496183206106,CTX3,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
197,DSB GFAP 39_40X_DG,0.875,1.75,1.116580310880829,1.4511784511784511,8,297,8,16,386,1.0580062866210938,4.325294494628906,0.5,0.7694300518134715,DG,39,2008,female,APP/PS1,good,passed,optimal,optimal,True
198,DSB GFAP 40_40X_CA1,0.7619047619047619,1.4545454545454546,0.9375,1.6326530612244898,11,147,10,21,255,0.6139755249023438,4.960727691650391,0.5238095238095238,0.5764705882352941,CA1,40,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
199,DSB GFAP 40_40X_CA3,0.5555555555555556,1.25,1.3953488372093024,2.1686746987951806,4,83,5,9,129,0.5290031433105469,3.10516357421875,0.4444444444444444,0.6434108527131783,CA3,40,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
200,DSB GFAP 40_40X_DG,0.5555555555555556,1.4285714285714286,0.4662576687116564,1.3571428571428572,7,112,11,18,326,0.7630348205566406,9.813499450683594,0.3888888888888889,0.3435582822085889,DG,40,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
201,DSB GFAP 41_40X_CA1,1.5,1.8,0.456,1.1875,5,48,1,6,124,0.2710342407226562,3.000640869140625,0.8333333333333334,0.3870967741935484,CA1,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
202,DSB GFAP 41_40X_CA3,0.5,1.0,0.7193877551020408,1.2935779816513762,1,109,1,2,196,0.6425857543945312,1.097393035888672,0.5,0.5561224489795918,CA3,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
203,DSB GFAP 41_40X_CTX1,0.0,,0.6309523809523809,1.261904761904762,0,84,7,7,168,0.328826904296875,3.32183837890625,0.0,0.5,CTX1,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
204,DSB GFAP 41_40X_CTX2,0.375,1.0,0.4772727272727273,1.0769230769230769,3,78,5,8,176,0.2527236938476562,2.994346618652344,0.375,0.4431818181818182,CTX2,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
205,DSB GFAP 41_40X_CTX3,0.2,1.0,0.4417177914110429,1.1612903225806452,1,62,4,5,163,0.2326011657714843,2.0363807678222656,0.2,0.3803680981595092,CTX3,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
206,DSB GFAP 41_40X_DG,0.5555555555555556,1.0,1.0116279069767442,1.4077669902912622,5,309,4,9,429,1.3192176818847656,3.882122039794922,0.5555555555555556,0.7202797202797203,DG,41,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
