filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal
DSB Iba1 16_40X_CA1,0.9102564102564102,1.9722222222222223,0.8888888888888888,1.8144329896907216,72,84,156,198,1.0966300964355469,88.63372802734375
DSB Iba1 16_40X_CA3,4.098837209302325,4.298780487804878,4.311475409836065,4.508571428571429,164,8,172,183,18.227672576904297,96.34952545166016
DSB Iba1 16_40X_CTX1,1.0,2.0526315789473686,0.7325102880658436,1.8736842105263158,19,20,39,243,0.8442878723144531,13.598442077636719
DSB Iba1 16_40X_CTX2,2.407725321888412,2.449781659388646,2.6987951807228914,2.7540983606557377,229,4,233,249,39.40544128417969,94.93074417114258
DSB Iba1 16_40X_CTX3,2.2131147540983607,2.3275862068965516,2.0358744394618835,2.3045685279187818,116,6,122,223,9.070396423339844,54.768943786621094
DSB Iba1 16_40X_DG,0.9950248756218906,1.8018018018018018,0.9907834101382489,1.7916666666666667,111,90,201,217,1.1308670043945312,87.15362548828125
DSB Iba1 17_40X_CA1,2.1,3.0,2.832258064516129,3.8508771929824563,7,3,10,155,2.4562835693359375,5.763816833496094
DSB Iba1 17_40X_CA3,1.9,2.7142857142857144,3.842696629213483,4.75,14,6,20,178,5.110073089599609,6.432056427001953
DSB Iba1 17_40X_CTX1,2.533333333333333,3.1666666666666665,1.384297520661157,2.2333333333333334,12,3,15,242,1.3278961181640625,2.6453018188476562
DSB Iba1 17_40X_CTX2,3.6956521739130435,3.8636363636363638,3.068592057761733,3.1954887218045114,44,2,46,277,29.742717742919922,11.802101135253906
DSB Iba1 17_40X_CTX3,3.081081081081081,3.081081081081081,3.398876404494382,3.6666666666666665,37,0,37,178,18.192768096923828,9.359455108642578
DSB Iba1 17_40X_DG,4.5479452054794525,4.955223880597015,3.4110169491525424,4.086294416243655,67,6,73,236,5.62286376953125,44.407081604003906
DSB Iba1 18_40X_CA1,1.9285714285714286,1.9285714285714286,2.353846153846154,2.353846153846154,14,0,14,130,71.99668884277344,10.935688018798828
DSB Iba1 18_40X_CA3,2.7333333333333334,2.7333333333333334,3.9157894736842107,4.0,15,0,15,95,36.4354133605957,7.825183868408203
DSB Iba1 18_40X_CTX1,3.090909090909091,4.0,1.9504504504504505,3.027972027972028,17,5,22,222,3.3540725708007812,3.196430206298828
DSB Iba1 18_40X_CTX2,4.166666666666667,4.411764705882353,3.5133079847908744,3.725806451612903,17,1,18,263,40.91596603393555,5.939960479736328
DSB Iba1 18_40X_CTX3,4.25,4.533333333333333,2.953333333333333,3.6611570247933884,15,1,16,150,18.92385482788086,1.9624710083007812
DSB Iba1 18_40X_DG,1.088235294117647,1.088235294117647,1.4715909090909092,1.4715909090909092,68,0,68,176,83.64906311035156,53.77206802368164
