filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal
DSB GFAP 10_40X_CA1,,,0.3989071038251366,1.042857142857143,0,0,0,183,0.7945060729980469,0.2612113952636719
DSB GFAP 10_40X_CA3,0.7142857142857143,1.6666666666666667,0.7840909090909091,1.422680412371134,3,4,7,175,1.1803627014160156,1.0457992553710938
DSB GFAP 10_40X_CTX1,,,0.5718232044198895,1.2469879518072289,0,0,0,362,1.2324333190917969,0.119781494140625
DSB GFAP 10_40X_CTX2,0.3333333333333333,1.0,0.7938461538461539,1.4021739130434783,1,2,3,325,1.4996528625488281,1.10015869140625
DSB GFAP 10_40X_CTX3,0.25,1.0,1.0292682926829269,1.5401459854014599,1,3,4,205,1.8056869506835938,2.355480194091797
DSB GFAP 10_40X_DG,0.5,1.5,1.3963963963963963,1.6939890710382515,2,4,6,443,3.9069175720214844,1.6019821166992188
DSB GFAP 11_40X_CA1,1.1,1.8333333333333333,0.8656716417910447,1.2210526315789474,6,4,10,134,1.2528419494628906,3.7866592407226562
DSB GFAP 11_40X_CA3,1.375,1.8333333333333333,1.065217391304348,1.6333333333333333,6,2,8,92,1.0104179382324219,2.1776199340820312
DSB GFAP 11_40X_CTX1,0.5714285714285714,1.0,0.6614173228346457,1.2537313432835822,4,3,7,127,0.5949974060058594,3.3753395080566406
DSB GFAP 11_40X_CTX2,0.5,1.0,0.6157407407407407,1.209090909090909,3,3,6,216,1.0428428649902344,2.0717620849609375
DSB GFAP 11_40X_CTX3,1.1666666666666667,1.75,0.6954022988505747,1.2604166666666667,4,2,6,174,0.975799560546875,2.2012710571289062
DSB GFAP 11_40X_DG,1.1666666666666667,1.4,1.0492125984251968,1.349367088607595,5,1,6,508,3.3631324768066406,3.403759002685547
DSB GFAP 12_40X_CA1,1.7142857142857142,1.7142857142857142,0.9014084507042254,1.3617021276595744,7,0,7,142,1.0013580322265625,1.8243789672851562
DSB GFAP 12_40X_CA3,1.5,1.5,0.826530612244898,1.396551724137931,2,0,2,98,0.9107589721679688,0.6435394287109375
DSB GFAP 12_40X_CTX1,1.25,1.6666666666666667,0.6682926829268293,1.1416666666666666,3,1,4,205,1.1580467224121094,1.4176368713378906
DSB GFAP 12_40X_CTX2,1.0,1.0,0.7348837209302326,1.234375,1,0,1,215,1.0870933532714844,0.6220817565917969
DSB GFAP 12_40X_CTX3,1.0,2.0,0.8546255506607929,1.3566433566433567,1,1,2,227,1.4612197875976562,0.6175994873046875
DSB GFAP 12_40X_DG,1.0,1.375,1.24822695035461,1.5714285714285714,16,6,22,421,3.1629562377929688,4.060173034667969
DSB GFAP 13_40X_CA1,0.0,,0.5071428571428571,1.2241379310344827,0,3,3,140,0.45604705810546875,1.4364242553710938
DSB GFAP 13_40X_CA3,0.6666666666666666,2.0,1.1395348837209303,1.6333333333333333,2,4,6,129,1.0802268981933594,3.6907196044921875
DSB GFAP 13_40X_CTX1,0.25,2.0,0.5987654320987654,1.2278481012658229,1,7,8,162,0.6214141845703125,4.6451568603515625
DSB GFAP 13_40X_CTX2,0.5,1.0,0.7716535433070866,1.4411764705882353,3,3,6,127,0.5094528198242188,1.8231391906738281
DSB GFAP 13_40X_CTX3,0.0,,0.7213114754098361,1.5172413793103448,0,4,4,122,0.4940032958984375,1.6950607299804688
DSB GFAP 13_40X_DG,0.5,1.8,0.9641693811074918,1.5179487179487179,5,13,18,307,1.0819435119628906,5.682182312011719
DSB GFAP 14_40X_CA1,0.8,1.0,0.8728813559322034,1.2117647058823529,8,2,10,118,1.1366844177246094,2.242565155029297
DSB GFAP 14_40X_CA3,1.2,1.5,1.086021505376344,1.6290322580645162,4,1,5,93,1.1168479919433594,1.7438888549804688
DSB GFAP 14_40X_CTX1,0.875,1.4,0.8245614035087719,1.4242424242424243,5,3,8,171,1.1531829833984375,2.1585464477539062
DSB GFAP 14_40X_CTX2,0.6153846153846154,1.1428571428571428,0.8837209302325582,1.3194444444444444,7,6,13,215,1.578521728515625,3.577709197998047
DSB GFAP 14_40X_CTX3,1.0,1.6666666666666667,1.0123456790123457,1.561904761904762,3,2,5,161,1.1056900024414062,1.31683349609375
DSB GFAP 14_40X_DG,1.2608695652173914,1.8125,1.1733333333333333,1.4332247557003257,16,7,23,374,3.3865928649902344,5.574798583984375
DSB GFAP 15_40X_CA1,1.2,1.5,0.7745664739884393,1.1551724137931034,8,2,10,173,1.5621185302734375,1.6439437866210938
DSB GFAP 15_40X_CA3,0.875,1.1666666666666667,1.0615384615384615,1.5,6,2,8,130,1.346588134765625,1.7712593078613281
DSB GFAP 15_40X_CTX1,0.3333333333333333,1.0,0.7307692307692307,1.2881355932203389,1,2,3,312,1.8471717834472656,0.2964019775390625
DSB GFAP 15_40X_CTX2,0.6,1.2,0.87,1.359375,5,5,10,200,1.3387680053710938,1.8911361694335938
DSB GFAP 15_40X_CTX3,1.7142857142857142,1.7142857142857142,0.7847222222222222,1.3452380952380953,7,0,7,144,0.9726524353027344,2.537822723388672
DSB GFAP 15_40X_DG,1.0,1.0,1.1105882352941177,1.3524355300859598,2,0,2,422,3.8112640380859375,1.705169677734375
DSB GFAP 16_40X_CA1,0.0,,0.6323529411764706,1.5636363636363637,0,7,7,136,0.6175041198730469,1.6312599182128906
