filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal
DSB Iba1 16_40X_CA1,0.3269230769230769,1.0851063829787233,0.3484848484848485,1.0615384615384615,47,109,156,198,0.20914077758789062,88.63372802734375
DSB Iba1 16_40X_CA3,0.7732558139534884,1.705128205128205,0.7923497267759563,1.686046511627907,78,94,172,183,0.51116943359375,96.34952545166016
DSB Iba1 16_40X_CTX1,0.07692307692307693,1.0,0.20164609053497942,1.0208333333333333,3,36,39,243,0.13093948364257812,13.598442077636719
DSB Iba1 16_40X_CTX2,0.5450643776824035,1.309278350515464,0.5301204819277109,1.306930693069307,97,136,233,249,0.2966880798339844,94.93074417114258
DSB Iba1 16_40X_CTX3,0.6557377049180327,1.3793103448275863,0.6098654708520179,1.431578947368421,58,64,122,223,0.39272308349609375,54.768943786621094
DSB Iba1 16_40X_DG,0.36318407960199006,1.3035714285714286,0.3778801843317972,1.3015873015873016,56,145,201,217,0.21114349365234375,87.15362548828125
DSB Iba1 17_40X_CA1,0.2,1.0,0.4,1.1071428571428572,2,8,10,155,0.17566680908203125,5.763816833496094
DSB Iba1 17_40X_CA3,0.6,1.5,0.651685393258427,1.4683544303797469,8,12,20,178,0.3710746765136719,6.432056427001953
DSB Iba1 17_40X_CTX1,0.4666666666666667,1.1666666666666667,0.30165289256198347,1.0579710144927537,6,9,15,242,0.18987655639648438,2.6453018188476562
DSB Iba1 17_40X_CTX2,0.782608695652174,1.2857142857142858,0.37906137184115524,1.1666666666666667,28,18,46,277,0.3108024597167969,11.802101135253906
DSB Iba1 17_40X_CTX3,0.8378378378378378,1.4761904761904763,0.9719101123595506,1.8404255319148937,21,16,37,178,0.6266593933105469,9.359455108642578
DSB Iba1 17_40X_DG,0.4931506849315068,1.2857142857142858,0.5,1.2688172043010753,28,45,73,236,0.3207206726074219,44.407081604003906
DSB Iba1 18_40X_CA1,1.0714285714285714,1.875,0.8461538461538461,1.4864864864864864,8,6,14,130,0.4940032958984375,10.935688018798828
DSB Iba1 18_40X_CA3,1.3333333333333333,1.8181818181818181,0.7473684210526316,1.42,11,4,15,95,0.3874778747558594,7.825183868408203
DSB Iba1 18_40X_CTX1,0.22727272727272727,1.0,0.12162162162162163,1.125,5,17,22,222,0.06532669067382812,3.196430206298828
DSB Iba1 18_40X_CTX2,0.5,1.2857142857142858,0.17490494296577946,1.0952380952380953,7,11,18,263,0.139617919921875,5.939960479736328
DSB Iba1 18_40X_CTX3,0.5,1.0,0.24,1.2,8,8,16,150,0.14705657958984375,1.9624710083007812
DSB Iba1 18_40X_DG,2.176470588235294,2.5084745762711864,1.6534090909090908,2.2045454545454546,59,9,68,176,2.2159576416015625,53.77206802368164
DSB Iba1 19_40X_CA1,1.7659574468085106,2.024390243902439,1.9787234042553192,2.268292682926829,41,6,47,47,3.579425811767578,97.84984588623047
DSB Iba1 19_40X_CA3,1.8181818181818181,2.2222222222222223,2.0444444444444443,2.4210526315789473,36,8,44,45,2.8852462768554688,98.4278678894043
DSB Iba1 19_40X_CTX1,0.9922480620155039,1.6842105263157894,1.1384615384615384,1.783132530120482,76,53,129,130,1.7218589782714844,98.56758117675781
DSB Iba1 19_40X_CTX2,0.813953488372093,1.3461538461538463,0.7735849056603774,1.3666666666666667,26,17,43,53,0.6727218627929688,92.62237548828125
DSB Iba1 19_40X_CTX3,0.43283582089552236,1.380952380952381,0.4878048780487805,1.4285714285714286,21,46,67,82,0.31070709228515625,87.97607421875
DSB Iba1 19_40X_DG,3.0793650793650795,3.2333333333333334,3.3333333333333335,3.442622950819672,60,3,63,63,4.388236999511719,97.98297882080078
DSB Iba1 20_40X_CA1,0.5714285714285714,1.0,0.6503496503496503,1.24,4,3,7,143,0.34999847412109375,1.447296142578125
DSB Iba1 20_40X_CA3,1.0,1.4,0.9586776859504132,1.5890410958904109,5,2,7,121,0.4387855529785156,1.7178535461425781
DSB Iba1 20_40X_CTX1,1.5,3.0,0.46703296703296704,1.1486486486486487,3,3,6,182,0.19025802612304688,0.8257865905761719
DSB Iba1 20_40X_CTX2,1.3529411764705883,1.7692307692307692,0.8553459119496856,1.431578947368421,13,4,17,159,0.4044532775878906,2.0682334899902344
DSB Iba1 20_40X_CTX3,0.3333333333333333,1.0,0.46226415094339623,1.0888888888888888,1,2,3,106,0.22602081298828125,0.5598068237304688
DSB Iba1 20_40X_DG,1.1666666666666667,1.75,1.3345454545454545,1.5751072961373391,4,2,6,274,0.9352684020996094,2.9237747192382812
DSB Iba1 21_40X_CA1,1.0,1.5714285714285714,0.7851851851851852,1.2045454545454546,7,4,11,135,0.3556251525878906,2.5424957275390625
DSB Iba1 21_40X_CA3,0.75,1.0,0.7610619469026548,1.5636363636363637,3,1,4,113,0.342559814453125,1.3544082641601562
DSB Iba1 21_40X_CTX1,1.4,2.0,0.6262626262626263,1.2783505154639174,14,6,20,198,0.4111289978027344,3.311634063720703
DSB Iba1 21_40X_CTX2,1.0666666666666667,1.3333333333333333,0.6553191489361702,1.2833333333333334,12,3,15,235,0.42018890380859375,3.338623046875
DSB Iba1 21_40X_CTX3,1.375,1.736842105263158,0.6717948717948717,1.4719101123595506,19,5,24,195,0.366973876953125,4.6970367431640625
DSB Iba1 21_40X_DG,1.0,1.5,1.1423357664233578,1.4694835680751173,10,5,15,274,0.9407997131347656,3.5135269165039062
DSB Iba1 22_40X_CA1,0.8666666666666667,1.8571428571428572,0.8,1.380952380952381,7,8,15,145,0.4444122314453125,6.178569793701172
DSB Iba1 22_40X_CA3,1.1428571428571428,2.0,0.9302325581395349,1.8461538461538463,4,3,7,129,0.5006790161132812,3.7606239318847656
DSB Iba1 22_40X_CTX1,1.0909090909090908,2.0,0.7851239669421488,1.3669064748201438,6,5,11,242,0.5188941955566406,3.6371231079101562
DSB Iba1 22_40X_CTX2,0.7058823529411765,1.5,0.6823529411764706,1.45,8,9,17,255,0.5146026611328125,4.0191650390625
DSB Iba1 22_40X_CTX3,1.0,1.8,0.3192771084337349,1.2619047619047619,5,4,9,166,0.10004043579101562,0.730133056640625
DSB Iba1 22_40X_DG,1.0,1.375,1.35202492211838,1.6692307692307693,8,3,11,321,1.319122314453125,5.748558044433594
DSB Iba1 23_40X_CA1,0.2857142857142857,1.0,0.5813953488372093,1.2096774193548387,2,5,7,129,0.26092529296875,4.248046875
DSB Iba1 23_40X_CA3,0.8571428571428571,2.0,0.6019417475728155,1.4090909090909092,3,4,7,103,0.22268295288085938,2.0812034606933594
DSB Iba1 23_40X_CTX1,0.3333333333333333,1.125,0.33152173913043476,1.0338983050847457,8,19,27,184,0.17824172973632812,5.792427062988281
DSB Iba1 23_40X_CTX2,0.0,,0.06857142857142857,1.0909090909090908,0,4,4,175,0.022602081298828125,0.7174491882324219
DSB Iba1 23_40X_CTX3,0.75,1.125,0.6187050359712231,1.2463768115942029,8,4,12,139,0.235748291015625,2.988147735595703
DSB Iba1 23_40X_DG,0.7777777777777778,1.75,1.0264900662251655,1.390134529147982,4,5,9,300,0.6613731384277344,7.934856414794922
DSB Iba1 24_40X_CA1,0.0,,0.3888888888888889,1.105263157894737,0,7,7,162,0.1312255859375,0.7791519165039062
DSB Iba1 24_40X_CA3,0.25,1.0,0.4642857142857143,1.2093023255813953,1,3,4,112,0.11043548583984375,0.9073257446289062
DSB Iba1 24_40X_CTX1,0.0625,1.0,0.1590909090909091,1.0,1,15,16,176,0.0873565673828125,1.7583847045898438
DSB Iba1 24_40X_CTX2,0.30434782608695654,1.0,0.19921875,1.0408163265306123,7,16,23,256,0.096893310546875,3.3802032470703125
DSB Iba1 24_40X_CTX3,0.125,1.0,0.1890547263681592,1.0857142857142856,2,14,16,201,0.09794235229492188,1.4982223510742188
DSB Iba1 24_40X_DG,0.2857142857142857,1.0,0.09900990099009901,1.0526315789473684,2,5,7,202,0.0400543212890625,0.8672714233398438
DSB Iba1 25_40X_CA1,0.8888888888888888,1.6,0.8389261744966443,1.3736263736263736,5,4,9,149,0.4874229431152344,3.1706809997558594
DSB Iba1 25_40X_CA3,1.2222222222222223,1.5714285714285714,0.8275862068965517,1.5584415584415585,7,2,9,145,0.4986763000488281,2.813243865966797
DSB Iba1 25_40X_CTX1,0.47619047619047616,1.1111111111111112,0.45255474452554745,1.0689655172413792,9,12,21,137,0.21810531616210938,3.438568115234375
DSB Iba1 25_40X_CTX2,0.9583333333333334,1.7692307692307692,0.7668393782383419,1.4653465346534653,13,11,24,193,0.38814544677734375,6.374835968017578
DSB Iba1 25_40X_CTX3,0.75,1.5,0.919047619047619,1.5078125,4,4,8,210,0.5010604858398438,2.7411460876464844
DSB Iba1 25_40X_DG,1.1538461538461537,1.6666666666666667,1.585987261146497,1.8241758241758241,9,4,13,314,1.6371726989746094,3.3510208129882812
DSB Iba1 26_40X_CA1,0.9166666666666666,1.375,0.5,1.3243243243243243,8,4,12,98,0.2736091613769531,5.84564208984375
DSB Iba1 26_40X_CA3,1.1666666666666667,1.1666666666666667,0.6153846153846154,1.3333333333333333,6,0,6,52,0.4375457763671875,6.870269775390625
DSB Iba1 26_40X_CTX1,0.5833333333333334,1.4,0.6285714285714286,1.346938775510204,5,7,12,105,0.81024169921875,11.133575439453125
DSB Iba1 26_40X_CTX2,0.5,1.125,0.3877551020408163,1.1875,8,10,18,98,0.482177734375,13.045120239257812
DSB Iba1 26_40X_CTX3,1.0333333333333334,1.4761904761904763,0.6759259259259259,1.3773584905660377,21,9,30,108,0.7335662841796875,27.424240112304688
DSB Iba1 26_40X_DG,0.6363636363636364,3.5,0.42953020134228187,1.391304347826087,2,9,11,149,0.48694610595703125,7.449054718017578
DSB Iba1 27_40X_DG,0.6666666666666666,2.0,1.28,1.9393939393939394,1,2,3,100,0.9477615356445312,1.7447471618652344
DSB Iba1 28_40X_CA1,0.0,,0.9523809523809523,1.5384615384615385,0,2,2,63,0.469970703125,2.5665283203125
DSB Iba1 28_40X_CA3,0.0,,0.44,1.32,0,2,2,75,0.3864288330078125,2.448272705078125
DSB Iba1 28_40X_CTX1,0.16666666666666666,1.0,0.3853211009174312,1.024390243902439,1,5,6,109,0.5664825439453125,3.2138824462890625
DSB Iba1 28_40X_CTX2,0.7692307692307693,1.6666666666666667,0.5164319248826291,1.264367816091954,6,7,13,213,0.22430419921875,2.5005340576171875
DSB Iba1 28_40X_CTX3,0.75,1.125,0.8598130841121495,1.393939393939394,8,4,12,214,0.3245353698730469,2.412891387939453
DSB Iba1 28_40X_DG,1.6666666666666667,1.8181818181818181,1.8996138996138996,2.148471615720524,11,1,12,259,1.7148971557617188,7.0148468017578125
DSB Iba1 29_40X_CA1,1.1111111111111112,1.6666666666666667,0.6567164179104478,1.1733333333333333,6,3,9,134,0.3452301025390625,2.208709716796875
DSB Iba1 29_40X_CA3,1.0,1.25,0.5833333333333334,1.3725490196078431,4,1,5,120,0.30231475830078125,1.9129753112792969
DSB Iba1 29_40X_CTX1,0.8571428571428571,1.8,0.5202020202020202,1.2117647058823529,10,11,21,198,0.3643989562988281,5.022335052490234
DSB Iba1 29_40X_CTX2,1.2272727272727273,1.6875,0.8592964824120602,1.3790322580645162,16,6,22,199,0.551605224609375,7.678985595703125
DSB Iba1 29_40X_CTX3,0.7857142857142857,1.375,0.49710982658959535,1.2112676056338028,8,6,14,173,0.197601318359375,3.7689208984375
DSB Iba1 29_40X_DG,1.2,1.5,1.0321428571428573,1.4522613065326633,4,1,5,280,0.8409500122070312,2.2146224975585938
DSB Iba1 30_40X_CA1,0.0,,0.5267175572519084,1.3018867924528301,0,7,7,131,0.17566680908203125,1.6625404357910156
DSB Iba1 30_40X_CA3,0.2,1.0,0.7403846153846154,1.54,1,4,5,104,0.3167152404785156,1.3019561767578125
DSB Iba1 30_40X_CTX1,0.7619047619047619,2.0,0.3878504672897196,1.1369863013698631,8,13,21,214,0.20236968994140625,2.7807235717773438
DSB Iba1 30_40X_CTX2,0.47368421052631576,1.5,0.4430379746835443,1.2209302325581395,6,13,19,237,0.22821426391601562,2.3637771606445312
DSB Iba1 30_40X_CTX3,0.75,1.5,0.27411167512690354,1.148936170212766,6,6,12,195,0.10433197021484375,1.4829635620117188
