index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,manual_qc,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
10,DSB Iba1 17_40X_CTX3,2.771428571428572,2.771428571428572,2.977777777777778,3.2484848484848485,35,0,35,180,18.192768096923828,9.359455108642578,CTX3,17,892,female,APP/PS1,poor,failed,optimal,optimal,False
11,DSB Iba1 17_40X_DG,3.176470588235294,3.4615384615384617,3.0538461538461537,3.497797356828194,78,7,85,260,5.62286376953125,44.40708160400391,DG,17,892,female,APP/PS1,poor,failed,suboptimal,optimal,False
12,DSB Iba1 18_40X_CA1,1.1666666666666667,1.1666666666666667,2.381818181818182,2.381818181818182,12,0,12,110,71.99668884277344,10.935688018798828,CA1,18,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
13,DSB Iba1 18_40X_CA3,2.6666666666666665,2.6666666666666665,4.194174757281553,4.2772277227722775,15,0,15,103,36.4354133605957,7.825183868408203,CA3,18,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
14,DSB Iba1 18_40X_CTX1,2.260869565217391,3.0588235294117645,1.6653061224489796,2.7755102040816326,17,6,23,245,3.354072570800781,3.196430206298828,CTX1,18,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
15,DSB Iba1 18_40X_CTX2,3.3529411764705883,3.5625,3.3,3.46692607003891,16,1,17,270,40.91596603393555,5.939960479736328,CTX2,18,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
16,DSB Iba1 18_40X_CTX3,3.375,3.857142857142857,2.59748427672956,3.3306451612903225,14,2,16,159,18.92385482788086,1.9624710083007808,CTX3,18,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
17,DSB Iba1 18_40X_DG,1.0169491525423728,1.0169491525423728,1.408450704225352,1.408450704225352,59,0,59,142,83.64906311035156,53.77206802368164,DG,18,231,male,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
18,DSB Iba1 19_40X_CA1,1.0,1.0,1.0,1.0,49,0,49,50,99.50284957885742,97.84984588623048,CA1,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
19,DSB Iba1 19_40X_CA3,1.0,1.0,1.0,1.0,53,0,53,54,99.35731887817384,98.4278678894043,CA3,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
20,DSB Iba1 19_40X_CTX1,1.0,1.0,1.0,1.0,148,0,148,150,99.45621490478516,98.5675811767578,CTX1,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
21,DSB Iba1 19_40X_CTX2,1.0,1.0,1.0163934426229508,1.0163934426229508,46,0,46,61,97.04084396362305,92.62237548828124,CTX2,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
22,DSB Iba1 19_40X_CTX3,1.0,1.0,1.0,1.0,72,0,72,85,98.70357513427734,87.97607421875,CTX3,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
23,DSB Iba1 19_40X_DG,1.0,1.0,1.0,1.0,52,0,52,52,99.53365325927734,97.98297882080078,DG,19,154,female,APP/PS1 x Neil3 KO,poor,failed,suboptimal,suboptimal,False
24,DSB Iba1 20_40X_CA1,0.8571428571428571,1.5,0.6645161290322581,1.2875,4,3,7,152,0.7762908935546875,1.447296142578125,CA1,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
25,DSB Iba1 20_40X_CA3,1.4285714285714286,2.0,1.1900826446280992,1.945945945945946,5,2,7,121,1.1053085327148438,1.717853546142578,CA3,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
26,DSB Iba1 20_40X_CTX1,1.4285714285714286,2.0,0.4904761904761904,1.2261904761904765,5,2,7,210,0.4868507385253906,0.8257865905761719,CTX1,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
27,DSB Iba1 20_40X_CTX2,1.736842105263158,2.2,0.9772727272727272,1.6538461538461535,15,4,19,176,0.9496688842773438,2.0682334899902344,CTX2,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
28,DSB Iba1 20_40X_CTX3,0.6666666666666666,2.0,0.5,1.1454545454545455,1,2,3,126,0.5314826965332031,0.5598068237304688,CTX3,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
29,DSB Iba1 20_40X_DG,0.875,1.4,1.3819444444444444,1.679324894514768,5,3,8,288,2.3174285888671875,2.923774719238281,DG,20,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
30,DSB Iba1 21_40X_CA1,1.0,1.5714285714285714,0.8623188405797102,1.3222222222222222,7,4,11,138,0.7778167724609375,2.5424957275390625,CA1,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
31,DSB Iba1 21_40X_CA3,0.5,1.0,0.8925619834710744,1.7419354838709675,2,2,4,119,0.7436752319335938,1.3544082641601562,CA3,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
32,DSB Iba1 21_40X_CTX1,1.4,2.1538461538461537,0.6732673267326733,1.3737373737373737,13,7,20,202,0.9168624877929688,3.311634063720703,CTX1,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
33,DSB Iba1 21_40X_CTX2,1.125,1.5,0.6809338521400778,1.3358778625954195,12,4,16,257,1.0347366333007812,3.338623046875,CTX2,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
34,DSB Iba1 21_40X_CTX3,1.608695652173913,2.176470588235294,1.0341463414634149,2.0384615384615383,17,6,23,205,1.0148048400878906,4.697036743164063,CTX3,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
35,DSB Iba1 21_40X_DG,0.9230769230769232,1.3333333333333333,1.1442307692307692,1.463114754098361,9,4,13,312,2.2064208984375,3.5135269165039062,DG,21,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
36,DSB Iba1 22_40X_CA1,1.2666666666666666,2.111111111111111,1.2929936305732483,2.00990099009901,9,6,15,157,1.2415885925292969,6.178569793701172,CA1,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
37,DSB Iba1 22_40X_CA3,2.0,2.0,1.181159420289855,2.0123456790123457,6,0,6,138,1.2543678283691406,3.7606239318847656,CA3,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
38,DSB Iba1 22_40X_CTX1,1.6363636363636365,2.25,1.2648221343873518,2.0253164556962027,8,3,11,253,1.403045654296875,3.637123107910156,CTX1,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
39,DSB Iba1 22_40X_CTX2,1.0588235294117647,2.0,0.98932384341637,1.9716312056737588,9,8,17,280,1.3582229614257812,4.0191650390625,CTX2,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
40,DSB Iba1 22_40X_CTX3,1.25,2.0,0.4011627906976744,1.3529411764705883,5,3,8,172,0.2514839172363281,0.730133056640625,CTX3,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
41,DSB Iba1 22_40X_DG,1.3333333333333333,1.5,1.71875,1.9784172661870505,8,1,9,320,3.1919479370117188,5.748558044433594,DG,22,2041,female,APP/PS1,good,passed,optimal,optimal,True
42,DSB Iba1 23_40X_CA1,1.1428571428571428,2.6666666666666665,0.6592592592592592,1.3088235294117647,3,4,7,135,0.5928993225097656,4.248046875,CA1,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
43,DSB Iba1 23_40X_CA3,1.0,2.0,0.6697247706422018,1.5208333333333333,3,3,6,109,0.531768798828125,2.08120346069336,CA3,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
44,DSB Iba1 23_40X_CTX1,0.5185185185185185,1.2727272727272727,0.3857868020304568,1.1343283582089552,11,16,27,197,0.4361152648925781,5.792427062988281,CTX1,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
45,DSB Iba1 23_40X_CTX2,0.0,,0.1065989847715736,1.1666666666666667,0,4,4,197,0.0720024108886718,0.7174491882324219,CTX2,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
46,DSB Iba1 23_40X_CTX3,0.9090909090909092,1.25,0.7837837837837838,1.4146341463414631,8,3,11,148,0.6974220275878906,2.988147735595703,CTX3,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
47,DSB Iba1 23_40X_DG,0.9090909090909092,1.6666666666666667,1.0755395683453235,1.4656862745098038,6,5,11,278,1.8776893615722656,7.934856414794922,DG,23,2042,male,APP/PS1,good,passed,optimal,optimal,True
48,DSB Iba1 24_40X_CA1,0.0,,0.5617977528089888,1.5625,0,7,7,178,0.4246711730957031,0.7791519165039062,CA1,24,887,male,APP/PS1,good,passed,optimal,optimal,True
49,DSB Iba1 24_40X_CA3,0.25,1.0,0.503448275862069,1.3773584905660377,1,3,4,145,0.2900123596191406,0.9073257446289062,CA3,24,887,male,APP/PS1,good,passed,optimal,optimal,True
50,DSB Iba1 24_40X_CTX1,0.0,,0.208695652173913,1.263157894736842,0,20,20,229,0.2356529235839843,1.7583847045898438,CTX1,24,887,male,APP/PS1,good,passed,optimal,optimal,True
51,DSB Iba1 24_40X_CTX2,0.5,1.2222222222222223,0.3946488294314381,1.3258426966292134,9,13,22,299,0.5938529968261719,3.3802032470703125,CTX2,24,887,male,APP/PS1,good,passed,optimal,optimal,True
52,DSB Iba1 24_40X_CTX3,0.0555555555555555,1.0,0.4868421052631579,1.7076923076923076,1,17,18,228,0.5388259887695312,1.4982223510742188,CTX3,24,887,male,APP/PS1,good,passed,optimal,optimal,True
53,DSB Iba1 24_40X_DG,0.1428571428571428,1.0,0.1420765027322404,1.368421052631579,1,6,7,183,0.1180648803710937,0.8672714233398438,DG,24,887,male,APP/PS1,good,passed,optimal,optimal,True
54,DSB Iba1 25_40X_CA1,1.125,1.8,1.4814814814814814,2.1621621621621623,5,3,8,162,1.3138771057128906,3.17068099975586,CA1,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
55,DSB Iba1 25_40X_CA3,1.2222222222222223,1.5714285714285714,1.7248322147651007,2.763440860215054,7,2,9,149,2.0705223083496094,2.813243865966797,CA3,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
56,DSB Iba1 25_40X_CTX1,0.625,1.3636363636363635,0.5117647058823529,1.2083333333333333,11,13,24,170,0.565338134765625,3.438568115234375,CTX1,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
57,DSB Iba1 25_40X_CTX2,1.4,2.333333333333333,1.6584158415841583,2.5968992248062017,15,10,25,202,1.6091346740722656,6.374835968017578,CTX2,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
58,DSB Iba1 25_40X_CTX3,1.5,2.4,1.8893805309734517,2.7025316455696204,5,3,8,226,1.6841888427734375,2.7411460876464844,CTX3,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
59,DSB Iba1 25_40X_DG,1.9166666666666667,2.3,2.0303030303030303,2.275471698113208,10,2,12,297,4.139518737792969,3.351020812988281,DG,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
60,DSB Iba1 26_40X_CA1,2.625,3.0,2.9529411764705884,3.4383561643835616,7,1,8,85,7.658481597900391,5.84564208984375,CA1,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
61,DSB Iba1 26_40X_CA3,5.166666666666667,5.166666666666667,3.775,4.194444444444445,6,0,6,40,14.291000366210938,6.870269775390625,CA3,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
62,DSB Iba1 26_40X_CTX1,1.9411764705882355,2.0625,2.6770186335403725,2.7278481012658227,16,1,17,161,48.14224243164063,11.133575439453123,CTX1,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
63,DSB Iba1 26_40X_CTX2,2.4347826086956523,2.4347826086956523,2.8035714285714284,2.8035714285714284,23,0,23,168,50.63896179199219,13.045120239257812,CTX2,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
64,DSB Iba1 26_40X_CTX3,2.129032258064516,2.2,2.2246376811594204,2.240875912408759,30,1,31,138,60.15052795410156,27.424240112304688,CTX3,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
65,DSB Iba1 26_40X_DG,2.875,2.875,3.419354838709677,3.8780487804878048,8,0,8,93,15.996170043945312,7.449054718017578,DG,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
66,DSB Iba1 27_40X_DG,2.75,2.75,1.8282828282828285,2.0804597701149423,4,0,4,99,37.166595458984375,1.7447471618652344,DG,27,147,female,APP/PS1,poor,passed,optimal,optimal,True
67,DSB Iba1 28_40X_CA1,0.0,,0.8241758241758241,1.3157894736842106,0,2,2,91,1.17950439453125,2.5665283203125,CA1,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
68,DSB Iba1 28_40X_CA3,1.0,1.0,0.5783132530120482,1.263157894736842,2,0,2,83,1.036834716796875,2.448272705078125,CA3,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
69,DSB Iba1 28_40X_CTX1,0.5,1.5,0.6201550387596899,1.4814814814814814,2,4,6,129,1.6277313232421875,3.2138824462890625,CTX1,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
70,DSB Iba1 28_40X_CTX2,0.9230769230769232,1.7142857142857142,0.8333333333333334,1.9306930693069304,7,6,13,233,0.6724357604980469,2.5005340576171875,CTX2,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
71,DSB Iba1 28_40X_CTX3,1.0,1.3333333333333333,1.1567796610169492,1.7843137254901962,9,3,12,236,0.9607315063476562,2.412891387939453,CTX3,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
72,DSB Iba1 28_40X_DG,1.8461538461538465,2.0,2.3897637795275597,2.662280701754386,12,1,13,254,4.607105255126953,7.0148468017578125,DG,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
73,DSB Iba1 29_40X_CA1,1.4,1.75,0.7364864864864865,1.345679012345679,8,2,10,148,0.8039474487304688,2.208709716796875,CA1,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
74,DSB Iba1 29_40X_CA3,1.0,1.25,0.59375,1.3103448275862069,4,1,5,128,0.6873130798339844,1.9129753112792969,CA3,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
75,DSB Iba1 29_40X_CTX1,1.1,1.6923076923076923,0.7570093457943925,1.4464285714285714,13,7,20,214,0.9842872619628906,5.022335052490234,CTX1,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
76,DSB Iba1 29_40X_CTX2,1.3478260869565215,1.7222222222222223,1.1298076923076923,1.6666666666666667,18,5,23,208,1.365375518798828,7.678985595703125,CTX2,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
77,DSB Iba1 29_40X_CTX3,1.0,1.2307692307692308,0.5392670157068062,1.3037974683544304,13,3,16,191,0.4662513732910156,3.7689208984375,CTX3,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
78,DSB Iba1 29_40X_DG,1.2,1.5,0.976027397260274,1.4039408866995071,4,1,5,292,2.083301544189453,2.2146224975585938,DG,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
79,DSB Iba1 30_40X_CA1,0.0,,0.5111111111111111,1.30188679245283,0,6,6,135,0.4213333129882812,1.6625404357910156,CA1,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
80,DSB Iba1 30_40X_CA3,1.0,1.3333333333333333,0.7586206896551724,1.4915254237288136,3,1,4,116,0.7200241088867188,1.3019561767578125,CA3,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
81,DSB Iba1 30_40X_CTX1,0.7727272727272727,1.7,0.430327868852459,1.193181818181818,10,12,22,244,0.4976272583007812,2.780723571777344,CTX1,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
82,DSB Iba1 30_40X_CTX2,0.5,1.6666666666666667,0.5094339622641509,1.3106796116504855,6,14,20,265,0.5642890930175781,2.3637771606445312,CTX2,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
83,DSB Iba1 30_40X_CTX3,0.7142857142857143,1.4285714285714286,0.3526570048309179,1.351851851851852,7,7,14,207,0.2711296081542969,1.4829635620117188,CTX3,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
84,DSB Iba1 30_40X_DG,0.6666666666666666,2.0,1.0899653979238757,1.7696629213483146,2,4,6,289,1.5737533569335938,2.1762847900390625,DG,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
85,DSB Iba1 31_40X_CA1,1.5,1.875,0.9700598802395208,1.5,8,2,10,167,0.908184051513672,3.847122192382813,CA1,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
86,DSB Iba1 31_40X_CA3,2.0,2.0,0.8634146341463415,1.416,1,0,1,205,1.42059326171875,1.217937469482422,CA3,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
87,DSB Iba1 31_40X_CTX1,0.7857142857142857,1.8333333333333333,0.4181818181818181,1.1358024691358024,6,8,14,220,0.45013427734375,3.5140037536621094,CTX1,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
88,DSB Iba1 31_40X_CTX2,0.6666666666666666,1.4285714285714286,0.5615384615384615,1.2695652173913043,7,8,15,260,0.5597114562988281,2.959632873535156,CTX2,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
89,DSB Iba1 31_40X_CTX3,0.8125,1.4444444444444444,0.8095238095238095,1.5632183908045978,9,7,16,168,0.7208824157714844,3.2898902893066406,CTX3,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
90,DSB Iba1 31_40X_DG,1.4166666666666667,2.125,1.6333333333333333,2.0631578947368423,8,4,12,240,2.163314819335937,3.90176773071289,DG,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
91,DSB Iba1 32_40X_CA1,4.0,4.0,4.163636363636364,4.320754716981132,16,0,16,165,24.217510223388672,14.134979248046877,CA1,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
92,DSB Iba1 32_40X_CA3,1.8823529411764703,2.0,3.9642857142857135,4.111111111111111,16,1,17,112,35.25991439819336,14.082717895507812,CA3,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
93,DSB Iba1 32_40X_CTX1,2.783783783783784,2.942857142857143,4.289655172413793,4.474820143884892,35,2,37,290,26.068115234375,14.151763916015623,CTX1,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
94,DSB Iba1 32_40X_CTX2,1.6938775510204085,1.7291666666666667,2.484126984126984,2.534412955465587,48,1,49,251,45.59593200683594,17.71411895751953,CTX2,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
95,DSB Iba1 32_40X_CTX3,2.606060606060606,2.8666666666666667,4.046391752577319,4.337016574585635,30,3,33,194,16.32986068725586,10.771465301513672,CTX3,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
96,DSB Iba1 32_40X_DG,1.64,1.7083333333333333,3.244635193133047,3.420814479638009,48,2,50,233,20.56293487548828,27.629661560058597,DG,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
97,DSB Iba1 33_40X_CA1,1.0,1.6666666666666667,0.7919463087248322,1.3563218390804597,3,2,5,149,0.8049964904785156,2.395153045654297,CA1,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
98,DSB Iba1 33_40X_CA3,1.0,1.5,0.9210526315789472,1.3779527559055118,6,3,9,189,1.3813972473144531,1.8873214721679688,CA3,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
99,DSB Iba1 33_40X_CTX1,0.7,1.75,0.6416666666666667,1.2419354838709675,4,6,10,239,1.5479087829589844,1.194000244140625,CTX1,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
100,DSB Iba1 33_40X_CTX2,1.2307692307692308,1.7777777777777777,1.2186046511627906,1.9407407407407409,9,4,13,215,1.5409469604492188,2.6653289794921875,CTX2,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
101,DSB Iba1 33_40X_CTX3,0.7,1.4,0.8035714285714286,1.5168539325842696,5,5,10,168,0.8223533630371094,2.5826454162597656,CTX3,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
102,DSB Iba1 33_40X_DG,0.3333333333333333,1.0,1.5252525252525253,1.879668049792531,2,4,6,297,3.18288803100586,3.2654762268066406,DG,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
103,DSB Iba1 34_40X_CA1,2.5,2.5,3.736842105263158,3.9444444444444446,8,0,8,133,11.618709564208984,5.395984649658203,CA1,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
104,DSB Iba1 34_40X_CA3,4.0,4.0,4.797665369649805,5.158995815899582,6,0,6,257,18.45865249633789,4.882526397705078,CA3,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
105,DSB Iba1 34_40X_CTX1,2.2857142857142856,2.782608695652174,2.950657894736842,3.476744186046512,23,5,28,304,9.898662567138672,6.429195404052734,CTX1,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
106,DSB Iba1 34_40X_CTX2,2.6,2.888888888888889,3.0517241379310347,3.3146067415730336,36,4,40,290,30.911731719970703,9.55486297607422,CTX2,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
107,DSB Iba1 34_40X_CTX3,1.8461538461538465,1.92,2.039301310043668,2.2780487804878047,25,1,26,229,8.549880981445312,7.129859924316406,CTX3,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
108,DSB Iba1 34_40X_DG,2.0434782608695654,2.136363636363636,3.5120481927710845,3.7371794871794872,22,1,23,166,13.27676773071289,9.005355834960938,DG,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
109,DSB Iba1 35_40X_CA1,0.7777777777777778,1.75,0.4640883977900552,1.5,4,5,9,181,0.7157325744628906,3.268909454345703,CA1,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
110,DSB Iba1 35_40X_CA3,2.16,2.4545454545454546,3.333333333333333,3.831168831168831,22,3,25,177,13.22774887084961,21.71812057495117,CA3,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
111,DSB Iba1 35_40X_CTX1,1.2727272727272727,2.333333333333333,0.6428571428571429,1.693069306930693,12,10,22,266,0.7575035095214844,4.521656036376953,CTX1,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
112,DSB Iba1 35_40X_CTX2,2.085271317829457,2.118110236220472,2.3248175182481754,2.4689922480620154,127,2,129,274,23.38438034057617,49.62272644042969,CTX2,35,305,male,APP/PS1 x Neil3 KO,poor,passed,suboptimal,optimal,False
113,DSB Iba1 35_40X_CTX3,2.076923076923077,2.189189189189189,3.0594059405940595,3.2872340425531914,74,4,78,202,13.570690155029297,36.1638069152832,CTX3,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
114,DSB Iba1 35_40X_DG,2.350515463917526,2.4516129032258065,2.6107594936708862,2.815699658703072,93,4,97,316,13.68703842163086,46.29859924316406,DG,35,305,male,APP/PS1 x Neil3 KO,poor,passed,suboptimal,optimal,False
115,DSB Iba1 36_40X_CA1,0.9166666666666666,1.375,0.8994974874371859,1.3984375,8,4,12,198,1.4990806579589844,2.2858619689941406,CA1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
116,DSB Iba1 36_40X_CA3,0.75,2.0,0.7464788732394366,1.2926829268292683,3,5,8,142,1.174163818359375,1.1386871337890625,CA3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
117,DSB Iba1 36_40X_CTX1,1.3529411764705883,1.7692307692307692,1.7573221757322175,2.359550561797753,13,4,17,239,2.8151512145996094,3.605270385742188,CTX1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
118,DSB Iba1 36_40X_CTX2,1.4,2.0,1.145748987854251,1.6845238095238095,21,9,30,247,2.0681381225585938,4.596138000488281,CTX2,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
119,DSB Iba1 36_40X_CTX3,1.5454545454545454,2.125,0.9638009049773756,1.4589041095890412,8,3,11,221,1.329326629638672,2.627086639404297,CTX3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
120,DSB Iba1 36_40X_DG,1.4,1.75,1.5235109717868338,1.862068965517241,4,1,5,319,4.043292999267578,1.8873214721679688,DG,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
