filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_+_dna_damage_all_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,damage_load_ratio_glia_+_cells,damage_load_ratio_all_cells
DSB Iba1 31_40X_CTX1,1.0,1.8333333333333333,0.47668393782383417,1.1794871794871795,6,78,5,11,192,0.45013427734375,3.5140037536621094,0.5454545454545454,0.40625
DSB Iba1 31_40X_CTX2,0.5882352941176471,1.4285714285714286,0.6208333333333333,1.2735042735042734,7,117,10,17,239,0.5597114562988281,2.9596328735351562,0.4117647058823529,0.4895397489539749
DSB Iba1 31_40X_CTX3,1.1538461538461537,1.5,0.9178082191780822,1.6144578313253013,10,83,3,13,146,0.7208824157714844,3.2898902893066406,0.7692307692307693,0.5684931506849316
DSB Iba1 31_40X_DG,1.5,1.9090909090909092,1.6540880503144655,1.9409594095940959,11,271,3,14,318,2.1633148193359375,3.9017677307128906,0.7857142857142857,0.8522012578616353
DSB Iba1 33_40X_CA1,1.0,1.6666666666666667,0.759493670886076,1.3333333333333333,3,90,2,5,158,0.8049964904785156,2.395153045654297,0.6,0.569620253164557
DSB Iba1 33_40X_CA3,1.0,1.75,0.9619565217391305,1.462809917355372,4,121,3,7,184,1.3813972473144531,1.8873214721679688,0.5714285714285714,0.657608695652174
DSB Iba1 33_40X_CTX1,0.7,1.4,0.6696428571428571,1.2295081967213115,5,122,5,10,224,1.5479087829589844,1.194000244140625,0.5,0.5446428571428571
DSB Iba1 33_40X_CTX2,1.2666666666666666,1.7272727272727273,1.3214285714285714,1.9770992366412214,11,131,4,15,196,1.5409469604492188,2.6653289794921875,0.7333333333333333,0.6683673469387755
DSB Iba1 33_40X_CTX3,0.7777777777777778,1.4,0.8301886792452831,1.5172413793103448,5,87,4,9,159,0.8223533630371094,2.5826454162597656,0.5555555555555556,0.5471698113207547
DSB Iba1 33_40X_DG,1.0,2.0,1.528169014084507,1.8706896551724137,4,348,4,8,425,3.1828880310058594,3.2654762268066406,0.5,0.8188235294117647
DSB Iba1 36_40X_CA1,1.25,1.4285714285714286,1.0666666666666667,1.5042735042735043,7,117,1,8,165,1.4990806579589844,2.2858619689941406,0.875,0.7090909090909091
DSB Iba1 36_40X_CA3,1.0,2.0,1.0,1.546875,3,64,3,6,99,1.174163818359375,1.1386871337890625,0.5,0.6464646464646465
DSB Iba1 36_40X_CTX1,1.875,2.142857142857143,1.9855769230769231,2.4730538922155687,14,167,2,16,208,2.8151512145996094,3.6052703857421875,0.875,0.8028846153846154
DSB Iba1 36_40X_CTX2,1.4482758620689655,1.826086956521739,1.264840182648402,1.720496894409938,23,161,6,29,219,2.0681381225585938,4.596138000488281,0.7931034482758621,0.7351598173515982
DSB Iba1 36_40X_CTX3,1.7,2.125,1.1965317919075145,1.5923076923076922,8,130,2,10,173,1.3293266296386719,2.627086639404297,0.8,0.7514450867052023
DSB Iba1 36_40X_DG,1.6,1.6,1.663716814159292,1.9515570934256055,5,289,0,5,339,4.043292999267578,1.8873214721679688,1.0,0.8525073746312685
DSB Iba1 39_40X_CA1,1.3333333333333333,2.6666666666666665,0.8125,1.2580645161290323,3,62,3,6,96,0.7749557495117188,1.2140274047851562,0.5,0.6458333333333334
DSB Iba1 39_40X_CA3,0.6,1.0,0.9111111111111111,1.607843137254902,3,51,2,5,90,1.0321617126464844,1.1082649230957031,0.6,0.5666666666666667
DSB Iba1 39_40X_CTX1,0.0,,0.36904761904761907,1.1071428571428572,0,56,2,2,168,0.4506111145019531,0.3711700439453125,0.0,0.3333333333333333
DSB Iba1 39_40X_CTX2,0.4,2.0,0.4,1.1875,1,64,4,5,190,0.3875732421875,0.34961700439453125,0.2,0.3368421052631579
DSB Iba1 39_40X_CTX3,1.0,2.0,0.24503311258278146,1.0277777777777777,1,36,1,2,151,0.2254486083984375,0.2208709716796875,0.5,0.23841059602649006
DSB Iba1 39_40X_DG,1.375,1.5714285714285714,0.7377049180327869,1.3533834586466165,7,133,1,8,244,1.4722824096679688,1.7183303833007812,0.875,0.5450819672131147
DSB Iba1 40_40X_CA1,0.5,1.0,0.363013698630137,1.1041666666666667,2,48,2,4,146,0.4599571228027344,1.3429641723632812,0.5,0.3287671232876712
DSB Iba1 40_40X_CA3,0.625,1.0,0.7272727272727273,1.3333333333333333,5,48,3,8,88,0.5597114562988281,1.7145156860351562,0.625,0.5454545454545454
DSB Iba1 40_40X_CTX1,0.95,1.4615384615384615,0.6645161290322581,1.3376623376623376,13,77,7,20,155,0.6749153137207031,3.7994384765625,0.65,0.4967741935483871
DSB Iba1 40_40X_CTX2,0.8181818181818182,1.8,0.6242038216560509,1.240506329113924,5,79,6,11,156,0.5100250244140625,3.7548065185546875,0.45454545454545453,0.5064102564102564
DSB Iba1 40_40X_CTX3,1.375,1.5714285714285714,0.6486486486486487,1.2903225806451613,21,93,3,24,185,0.711822509765625,4.794597625732422,0.875,0.5027027027027027
DSB Iba1 40_40X_DG,1.8,2.25,1.189102564102564,1.5142857142857142,4,245,1,5,311,2.08282470703125,0.7130622863769531,0.8,0.7877813504823151
DSB Iba1 41_40X_CA1,0.5,1.0,0.6225165562913907,1.1898734177215189,2,79,2,4,151,0.7174491882324219,0.4645347595214844,0.5,0.5231788079470199
DSB Iba1 41_40X_CA3,0.5,1.0,0.5,1.3513513513513513,2,37,2,4,100,0.4147529602050781,0.6657600402832031,0.5,0.37
DSB Iba1 41_40X_CTX1,,,0.0736196319018405,1.0,0,12,0,0,163,0.066375732421875,0.01621246337890625,,0.0736196319018405
DSB Iba1 41_40X_CTX2,0.0,,0.14054054054054055,1.1304347826086956,0,23,3,3,185,0.07305145263671875,0.2507209777832031,0.0,0.12432432432432433
DSB Iba1 41_40X_CTX3,0.6,1.5,0.17857142857142858,1.1904761904761905,2,21,3,5,140,0.08687973022460938,0.83465576171875,0.4,0.15
DSB Iba1 41_40X_DG,1.0,1.0,1.0633608815426998,1.413919413919414,6,273,0,6,363,2.2176742553710938,0.9260177612304688,1.0,0.7520661157024794
DSB Iba1 42_40X_CA1,1.3333333333333333,1.3333333333333333,0.41379310344827586,1.1538461538461537,3,52,0,3,145,0.5374908447265625,0.5733489990234375,1.0,0.3586206896551724
DSB Iba1 42_40X_CA3,1.3333333333333333,2.0,0.8058252427184466,1.66,4,50,2,6,103,0.6807327270507812,0.9168624877929688,0.6666666666666666,0.4854368932038835
DSB Iba1 42_40X_CTX1,1.0,1.5,0.5238095238095238,1.1578947368421053,4,76,2,6,168,0.4649162292480469,0.74462890625,0.6666666666666666,0.4523809523809524
DSB Iba1 42_40X_CTX2,1.0,1.5,0.5225806451612903,1.2272727272727273,10,66,5,15,155,0.4080772399902344,1.8243789672851562,0.6666666666666666,0.4258064516129032
DSB Iba1 42_40X_CTX3,1.5,1.875,0.7746478873239436,1.375,8,80,2,10,142,0.6461143493652344,0.9996414184570312,0.8,0.5633802816901409
DSB Iba1 42_40X_DG,1.0,2.0,0.8067010309278351,1.4227272727272726,2,220,2,4,387,1.3035774230957031,0.9884834289550781,0.5,0.5684754521963824
DSB Iba1 43_40X_CA1,0.45454545454545453,1.25,0.31543624161073824,1.0681818181818181,4,44,7,11,149,0.3113746643066406,3.304767608642578,0.36363636363636365,0.2953020134228188
DSB Iba1 43_40X_CA3,0.7142857142857143,1.25,1.2772277227722773,1.7551020408163265,4,147,3,7,202,2.048969268798828,5.7796478271484375,0.5714285714285714,0.7277227722772277
DSB Iba1 43_40X_CTX1,2.0714285714285716,2.761904761904762,1.4035874439461884,2.143835616438356,21,146,7,28,222,1.3188362121582031,12.746238708496094,0.75,0.6576576576576577
DSB Iba1 43_40X_CTX2,0.5,1.6666666666666667,0.40096618357487923,1.1857142857142857,6,70,14,20,207,0.3693580627441406,7.944774627685547,0.3,0.33816425120772947
DSB Iba1 43_40X_CTX3,0.9166666666666666,1.2222222222222223,0.9282296650717703,1.7798165137614679,9,109,3,12,209,0.8925437927246094,7.372093200683594,0.75,0.5215311004784688
DSB Iba1 43_40X_DG,2.871794871794872,2.9473684210526314,2.459537572254335,2.7363344051446945,38,311,1,39,345,3.8147926330566406,16.925048828125,0.9743589743589743,0.9014492753623189
DSB Iba1 45_40X_CA1,2.0,2.4615384615384617,1.9226190476190477,2.691666666666667,13,120,3,16,167,1.8074989318847656,6.223964691162109,0.8125,0.718562874251497
DSB Iba1 45_40X_CA3,1.6666666666666667,2.5,1.548780487804878,2.4423076923076925,2,104,1,3,163,1.5021324157714844,5.231571197509766,0.6666666666666666,0.6380368098159509
