filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_+_dna_damage_all_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,damage_load_ratio_glia_+_cells,damage_load_ratio_all_cells
DSB Iba1 45_40X_CTX1,0.75,1.2857142857142858,0.5304347826086957,1.4352941176470588,7,85,5,12,230,0.8280754089355469,4.201602935791016,0.5833333333333334,0.3695652173913043
DSB Iba1 45_40X_CTX2,0.8,1.4285714285714286,0.38288288288288286,1.2318840579710144,14,69,11,25,222,0.4374504089355469,4.376411437988281,0.56,0.3108108108108108
DSB Iba1 45_40X_CTX3,0.7647058823529411,1.625,0.4492753623188406,1.3676470588235294,8,68,9,17,207,0.37746429443359375,3.458404541015625,0.47058823529411764,0.3285024154589372
DSB Iba1 45_40X_DG,2.0454545454545454,2.3684210526315788,2.2536945812807883,2.563025210084034,19,357,3,22,404,4.353618621826172,7.775020599365234,0.8636363636363636,0.8836633663366337
DSB Iba1 48_40X_CA1,1.4285714285714286,1.6666666666666667,1.1333333333333333,1.5813953488372092,6,86,1,7,120,0.7757186889648438,3.3704757690429688,0.8571428571428571,0.7166666666666667
DSB Iba1 48_40X_CA3,1.25,1.25,0.6195652173913043,1.425,4,40,0,4,92,0.5895614624023438,2.537250518798828,1.0,0.43478260869565216
DSB Iba1 48_40X_CTX1,0.9428571428571428,1.5714285714285714,0.691304347826087,1.2619047619047619,21,126,14,35,230,0.8686065673828125,4.6924591064453125,0.6,0.5478260869565217
DSB Iba1 48_40X_CTX2,1.0,1.6,0.7406015037593985,1.2547770700636942,15,157,9,24,266,1.1111259460449219,3.7866592407226562,0.625,0.5902255639097744
DSB Iba1 48_40X_CTX3,1.0,1.5384615384615385,0.7831858407079646,1.3208955223880596,13,134,7,20,226,1.1597633361816406,3.5945892333984375,0.65,0.5929203539823009
DSB Iba1 48_40X_DG,1.1538461538461537,1.875,1.7268041237113403,2.0743034055727554,8,323,5,13,386,2.8412818908691406,5.111885070800781,0.6153846153846154,0.8367875647668394
DSB Iba1 50_40X_CA1,0.15384615384615385,1.0,0.18666666666666668,1.2173913043478262,2,23,11,13,150,0.09756088256835938,4.873561859130859,0.15384615384615385,0.15333333333333332
DSB Iba1 50_40X_CA3,0.1111111111111111,1.0,0.47580645161290325,1.3409090909090908,1,44,8,9,124,0.5349159240722656,3.8484573364257812,0.1111111111111111,0.3548387096774194
DSB Iba1 50_40X_CTX1,0.0,,0.015748031496062992,1.0,0,4,24,24,254,0.0278472900390625,6.2290191650390625,0.0,0.015748031496062992
DSB Iba1 50_40X_CTX2,0.14285714285714285,1.0,0.18067226890756302,1.1025641025641026,2,39,12,14,238,0.23012161254882812,5.149269104003906,0.14285714285714285,0.1638655462184874
DSB Iba1 50_40X_CTX3,0.6451612903225806,1.4285714285714286,0.7905759162303665,1.4245283018867925,14,106,17,31,191,1.0915756225585938,5.641460418701172,0.45161290322580644,0.5549738219895288
DSB Iba1 50_40X_DG,0.4666666666666667,1.1666666666666667,0.343811394891945,1.1513157894736843,6,152,9,15,505,0.46234130859375,5.594158172607422,0.4,0.300990099009901
DSB Iba1 51_40X_CA1,0.6,1.8,0.375,1.148936170212766,5,47,10,15,144,0.4143714904785156,6.222438812255859,0.3333333333333333,0.3263888888888889
DSB Iba1 51_40X_CA3,1.0,1.6,0.811965811965812,1.484375,5,64,3,8,117,0.7281303405761719,6.045722961425781,0.625,0.5470085470085471
DSB Iba1 51_40X_CTX1,0.3888888888888889,1.75,0.2876712328767123,1.2,4,35,14,18,146,0.27790069580078125,4.617595672607422,0.2222222222222222,0.23972602739726026
DSB Iba1 51_40X_CTX2,0.3333333333333333,1.1428571428571428,0.22272727272727272,1.0425531914893618,7,47,17,24,220,0.2605438232421875,7.056903839111328,0.2916666666666667,0.21363636363636362
DSB Iba1 51_40X_CTX3,0.6153846153846154,1.3333333333333333,0.4530386740331492,1.28125,12,64,14,26,181,0.4462242126464844,9.714698791503906,0.46153846153846156,0.35359116022099446
DSB Iba1 51_40X_DG,0.8181818181818182,1.3846153846153846,0.8927613941018767,1.3875,13,240,9,22,371,1.5252113342285156,6.879520416259766,0.5909090909090909,0.6469002695417789
DSB Iba1 52_40X_CA1,1.2,1.2,0.3939393939393939,1.1304347826086956,5,46,0,5,132,0.27561187744140625,5.399608612060547,1.0,0.3484848484848485
DSB Iba1 52_40X_CA3,1.0,1.4,0.6122448979591837,1.5,5,40,2,7,98,0.4342079162597656,4.315376281738281,0.7142857142857143,0.40816326530612246
DSB Iba1 52_40X_CTX1,0.34782608695652173,2.0,0.2903225806451613,1.44,4,25,19,23,124,0.11873245239257812,7.786273956298828,0.17391304347826086,0.20161290322580644
DSB Iba1 52_40X_CTX2,0.6451612903225806,1.25,0.5,1.2253521126760563,16,71,15,31,174,0.3239631652832031,10.270881652832031,0.5161290322580645,0.40804597701149425
DSB Iba1 52_40X_CTX3,0.5384615384615384,1.4,0.5257731958762887,1.3421052631578947,10,76,16,26,194,0.4559516906738281,10.033130645751953,0.38461538461538464,0.3917525773195876
DSB Iba1 52_40X_DG,0.875,1.5555555555555556,0.5926966292134831,1.2057142857142857,9,175,7,16,356,0.7616043090820312,7.4222564697265625,0.5625,0.49157303370786515
DSB Iba1 54_40X_CA1,1.4,1.75,0.5692307692307692,1.2982456140350878,4,57,1,5,130,0.5602836608886719,2.426910400390625,0.8,0.43846153846153846
DSB Iba1 54_40X_CA3,1.3333333333333333,1.3333333333333333,1.062992125984252,1.588235294117647,3,85,0,3,127,1.2754440307617188,1.7024993896484375,1.0,0.6692913385826772
DSB Iba1 54_40X_CTX1,0.6,1.2,0.6907216494845361,1.4565217391304348,5,92,5,10,194,0.823211669921875,4.989528656005859,0.5,0.4742268041237113
DSB Iba1 54_40X_CTX2,1.0,1.6666666666666667,0.7251461988304093,1.3777777777777778,6,90,4,10,171,0.7739067077636719,3.8888931274414062,0.6,0.5263157894736842
DSB Iba1 54_40X_CTX3,1.2,1.8461538461538463,0.7797619047619048,1.4719101123595506,13,89,7,20,168,0.8355140686035156,5.550861358642578,0.65,0.5297619047619048
DSB Iba1 54_40X_DG,0.7692307692307693,1.4285714285714286,1.2145110410094637,1.6041666666666667,7,240,6,13,317,1.9334793090820312,3.528308868408203,0.5384615384615384,0.7570977917981072
DSB Iba1 55_40X_CA1,0.42857142857142855,1.0,0.49612403100775193,1.2075471698113207,3,53,4,7,129,0.495147705078125,1.7773628234863281,0.42857142857142855,0.4108527131782946
DSB Iba1 55_40X_CA3,0.6666666666666666,1.0,0.6210526315789474,1.5526315789473684,2,38,1,3,95,0.4197120666503906,1.8725395202636719,0.6666666666666666,0.4
DSB Iba1 55_40X_CTX1,0.125,1.0,0.05343511450381679,1.0,1,7,7,8,131,0.03185272216796875,1.2282371520996094,0.125,0.05343511450381679
DSB Iba1 55_40X_CTX2,0.6666666666666666,1.5,0.7847222222222222,1.3950617283950617,4,81,5,9,144,0.611114501953125,3.083038330078125,0.4444444444444444,0.5625
DSB Iba1 55_40X_CTX3,0.0,,0.18823529411764706,1.3333333333333333,0,12,6,6,85,0.09374618530273438,0.5826950073242188,0.0,0.1411764705882353
DSB Iba1 55_40X_DG,0.7272727272727273,1.3333333333333333,0.8403990024937655,1.3534136546184738,6,249,5,11,400,1.6141891479492188,2.5461196899414062,0.5454545454545454,0.6225
DSB Iba1 56_40X_CA1,1.0,1.8571428571428572,0.5095541401273885,1.2121212121212122,7,66,6,13,157,0.609588623046875,4.4521331787109375,0.5384615384615384,0.42038216560509556
DSB Iba1 56_40X_CA3,0.4166666666666667,1.6666666666666667,0.6515151515151515,1.5636363636363637,3,55,9,12,132,0.5918502807617188,4.6245574951171875,0.25,0.4166666666666667
DSB Iba1 56_40X_CTX1,0.9523809523809523,1.6666666666666667,0.5056179775280899,1.2328767123287672,12,73,9,21,178,0.4897117614746094,5.2585601806640625,0.5714285714285714,0.4101123595505618
DSB Iba1 56_40X_CTX2,0.782608695652174,1.2857142857142858,0.33884297520661155,1.1232876712328768,14,73,9,23,242,0.3222465515136719,5.3241729736328125,0.6086956521739131,0.30165289256198347
DSB Iba1 56_40X_CTX3,0.2777777777777778,1.1111111111111112,0.3351063829787234,1.2115384615384615,9,52,27,36,188,0.2533912658691406,4.150867462158203,0.25,0.2765957446808511
DSB Iba1 56_40X_DG,1.1875,1.9,0.7286063569682152,1.4396135265700483,10,207,6,16,406,0.9902000427246094,5.023097991943359,0.625,0.5098522167487685
DSB Iba1 58_40X_CA1,1.25,1.6666666666666667,0.6528925619834711,1.2153846153846153,3,65,1,4,121,0.6536483764648438,2.0615577697753906,0.75,0.5371900826446281
DSB Iba1 58_40X_CA3,0.6666666666666666,1.0,0.8761061946902655,1.4776119402985075,4,67,2,6,113,0.7616043090820312,1.9183158874511719,0.6666666666666666,0.5929203539823009
DSB Iba1 58_40X_CTX1,1.1764705882352942,1.8181818181818181,0.5886524822695035,1.3174603174603174,11,63,6,17,141,0.49266815185546875,4.450321197509766,0.6470588235294118,0.44680851063829785
DSB Iba1 58_40X_CTX2,1.1875,1.5833333333333333,0.837696335078534,1.4678899082568808,12,109,4,16,191,0.8916854858398438,2.5277137756347656,0.75,0.5706806282722513
DSB Iba1 58_40X_CTX3,1.0,1.5,0.5677083333333334,1.3132530120481927,4,83,2,6,192,0.553131103515625,0.5662918090820312,0.6666666666666666,0.4322916666666667
DSB Iba1 58_40X_DG,1.5,1.5,0.7709677419354839,1.2780748663101604,2,187,0,2,310,1.1504173278808594,1.5165328979492188,1.0,0.603225806451613
DSB Iba1 59_40X_CA1,0.8,1.0,0.6390532544378699,1.2413793103448276,4,87,1,5,169,0.9168624877929688,3.5394668579101562,0.8,0.514792899408284
DSB Iba1 59_40X_CA3,0.8,1.3333333333333333,0.45,1.25,3,36,2,5,100,0.3584861755371094,2.4675369262695312,0.6,0.36
DSB Iba1 59_40X_CTX1,0.7777777777777778,1.75,0.6515151515151515,1.2169811320754718,4,106,5,9,198,0.8263587951660156,3.9608001708984375,0.4444444444444444,0.5353535353535354
DSB Iba1 59_40X_CTX2,0.6,1.0909090909090908,0.4041095890410959,1.2040816326530612,11,49,9,20,146,0.3554344177246094,6.726360321044922,0.55,0.3356164383561644
DSB Iba1 59_40X_CTX3,0.6956521739130435,1.4545454545454546,0.4962962962962963,1.2407407407407407,11,54,12,23,135,0.322723388671875,5.142498016357422,0.4782608695652174,0.4
DSB Iba1 59_40X_DG,1.5,1.8,0.9853372434017595,1.360323886639676,5,247,1,6,341,2.1181106567382812,3.248310089111328,0.8333333333333334,0.7243401759530792
