filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal
DSB Iba1 16_40X_CA1,0.28205128205128205,1.0476190476190477,0.30808080808080807,1.0338983050847457,42,114,156,198,0.17080307006835938,88.63372802734375
DSB Iba1 16_40X_CA3,0.6802325581395349,1.5810810810810811,0.6994535519125683,1.5421686746987953,74,98,172,183,0.4139900207519531,96.34952545166016
DSB Iba1 16_40X_CTX1,0.07692307692307693,1.0,0.1646090534979424,1.0256410256410255,3,36,39,243,0.10004043579101562,13.598442077636719
DSB Iba1 16_40X_CTX2,0.43776824034334766,1.2439024390243902,0.42570281124497994,1.2325581395348837,82,151,233,249,0.21800994873046875,94.93074417114258
DSB Iba1 16_40X_CTX3,0.5655737704918032,1.3018867924528301,0.5246636771300448,1.3928571428571428,53,69,122,223,0.29659271240234375,54.768943786621094
DSB Iba1 16_40X_DG,0.2537313432835821,1.2439024390243902,0.2672811059907834,1.2340425531914894,41,160,201,217,0.1560211181640625,87.15362548828125
DSB Iba1 17_40X_CA1,0.1,1.0,0.3225806451612903,1.1111111111111112,1,9,10,155,0.13637542724609375,5.763816833496094
DSB Iba1 17_40X_CA3,0.25,1.0,0.5056179775280899,1.3235294117647058,5,15,20,178,0.2896308898925781,6.432056427001953
DSB Iba1 17_40X_CTX1,0.26666666666666666,1.0,0.24380165289256198,1.0,4,11,15,242,0.15544891357421875,2.6453018188476562
DSB Iba1 17_40X_CTX2,0.6304347826086957,1.3181818181818181,0.3140794223826715,1.144736842105263,22,24,46,277,0.24576187133789062,11.802101135253906
DSB Iba1 17_40X_CTX3,0.8108108108108109,1.5789473684210527,0.8595505617977528,1.7386363636363635,19,18,37,178,0.5042076110839844,9.359455108642578
DSB Iba1 17_40X_DG,0.410958904109589,1.25,0.4110169491525424,1.2278481012658229,24,49,73,236,0.24499893188476562,44.407081604003906
DSB Iba1 18_40X_CA1,0.8571428571428571,1.7142857142857142,0.5538461538461539,1.309090909090909,7,7,14,130,0.2682685852050781,10.935688018798828
DSB Iba1 18_40X_CA3,1.0,1.5,0.5684210526315789,1.3846153846153846,10,5,15,95,0.24471282958984375,7.825183868408203
DSB Iba1 18_40X_CTX1,0.13636363636363635,1.0,0.06756756756756757,1.0,3,19,22,222,0.033664703369140625,3.196430206298828
DSB Iba1 18_40X_CTX2,0.3333333333333333,1.0,0.12167300380228137,1.0,6,12,18,263,0.07190704345703125,5.939960479736328
DSB Iba1 18_40X_CTX3,0.375,1.0,0.17333333333333334,1.1818181818181819,6,10,16,150,0.09584426879882812,1.9624710083007812
DSB Iba1 18_40X_DG,1.6029411764705883,2.056603773584906,1.1647727272727273,1.8303571428571428,53,15,68,176,1.4016151428222656,53.77206802368164
DSB Iba1 19_40X_CA1,1.4893617021276595,1.8918918918918919,1.6808510638297873,2.135135135135135,37,10,47,47,2.2649765014648438,97.84984588623047
DSB Iba1 19_40X_CA3,1.5681818181818181,2.0294117647058822,1.6888888888888889,2.111111111111111,34,10,44,45,1.8939971923828125,98.4278678894043
DSB Iba1 19_40X_CTX1,0.6821705426356589,1.543859649122807,0.7923076923076923,1.6885245901639345,57,72,129,130,1.1583328247070312,98.56758117675781
DSB Iba1 19_40X_CTX2,0.5116279069767442,1.2941176470588236,0.4716981132075472,1.25,17,26,43,53,0.3500938415527344,92.62237548828125
DSB Iba1 19_40X_CTX3,0.2835820895522388,1.3571428571428572,0.32926829268292684,1.4210526315789473,14,53,67,82,0.18434524536132812,87.97607421875
DSB Iba1 19_40X_DG,2.4603174603174605,2.767857142857143,2.6666666666666665,2.9473684210526314,56,7,63,63,2.899456024169922,97.98297882080078
DSB Iba1 20_40X_CA1,0.5714285714285714,1.0,0.6433566433566433,1.2266666666666666,4,3,7,143,0.31604766845703125,1.447296142578125
DSB Iba1 20_40X_CA3,1.0,1.4,0.9256198347107438,1.5555555555555556,5,2,7,121,0.40225982666015625,1.7178535461425781
DSB Iba1 20_40X_CTX1,1.0,2.0,0.41208791208791207,1.1363636363636365,3,3,6,182,0.15668869018554688,0.8257865905761719
DSB Iba1 20_40X_CTX2,1.1764705882352942,1.8181818181818181,0.8050314465408805,1.4545454545454546,11,6,17,159,0.35343170166015625,2.0682334899902344
